mode,seed,outer,loss,wall_s
physics,0,74,2.6148605504105288e-05,5.8
physics,0,75,2.5790522290082123e-05,5.6
physics,0,76,2.5390302525476386e-05,5.7
physics,0,77,2.4969195386551706e-05,5.9
physics,0,78,2.4563591742423774e-05,5.6
physics,0,79,2.4203114805323375e-05,6.0
physics,0,80,2.387804003392981e-05,6.1
physics,0,81,2.352304287213802e-05,6.3
physics,0,82,2.3229131320779938e-05,5.7
physics,0,83,2.292535013201762e-05,5.9
physics,0,84,2.257004125058852e-05,5.6
physics,0,85,2.22426368668551e-05,5.8
physics,0,86,2.193800190350069e-05,5.5
physics,0,87,2.1588791163261505e-05,5.9
physics,0,88,2.12203905407854e-05,6.0
physics,0,89,2.0880545925379332e-05,5.8
physics,0,90,2.057153408738634e-05,5.8
physics,0,91,2.021619413131995e-05,6.1
physics,0,92,1.9895606940176823e-05,6.2
physics,0,93,1.956059517431535e-05,6.3
physics,0,94,1.923039244818969e-05,6.3
physics,0,95,1.8907962484382627e-05,6.2
physics,0,96,1.8582074052980144e-05,6.4
physics,0,97,1.8293416506447966e-05,6.2
physics,0,98,1.8006217506129955e-05,6.3
physics,0,99,1.7684222794924537e-05,6.2
physics,0,100,1.734836169212106e-05,6.2
physics,0,101,1.701961844815533e-05,6.2
physics,0,102,1.6727491152722792e-05,6.4
physics,0,103,1.6407189534276058e-05,6.1
physics,0,104,1.610546542882132e-05,6.2
physics,0,105,1.579662117277596e-05,6.4
physics,0,106,1.5497860650104018e-05,6.3
physics,0,107,1.5234352234050934e-05,6.4
physics,0,108,1.4973533446840173e-05,6.3
physics,0,109,1.4702992993855874e-05,6.7
physics,0,110,1.4448468009335057e-05,6.3
physics,0,111,1.4191914793772727e-05,6.6
physics,0,112,1.3929065302712895e-05,6.4
physics,0,113,1.365312321813689e-05,5.8
physics,0,114,1.337241959831869e-05,6.1
physics,0,115,1.3147893926162907e-05,5.8
physics,0,116,1.2913367183178756e-05,5.6
physics,0,117,1.2661151937010222e-05,5.9
physics,0,118,1.2444486092318683e-05,6.6
physics,0,119,1.221223585394716e-05,7.0
physics,0,120,1.2012360686412327e-05,6.6
physics,0,121,1.1821507795304047e-05,6.6
physics,0,122,1.1628880774953896e-05,6.1
physics,0,123,1.1432548076679598e-05,6.9
physics,0,124,1.1277358251115377e-05,6.7
physics,0,125,1.1106549668260923e-05,6.4
physics,0,126,1.0933808823957693e-05,6.4
physics,0,127,1.0766867561790906e-05,6.3
physics,0,128,1.0621440983214282e-05,6.3
physics,0,129,1.0477225356823744e-05,6.7
physics,0,130,1.0330537977458882e-05,6.0
physics,0,131,1.0197442993502e-05,6.2
physics,0,132,1.0066521902831675e-05,6.6
physics,0,133,9.92123301720027e-06,6.8
physics,0,134,9.784401020362164e-06,6.9
physics,0,135,9.639493635672766e-06,6.6
physics,0,136,9.517919523987098e-06,6.3
physics,0,137,9.410020859897937e-06,6.5
physics,0,138,9.307757043107943e-06,6.5
physics,0,139,9.256915253439507e-06,7.4
physics,0,140,9.1615776448102e-06,8.9
physics,0,141,9.067433824261275e-06,6.5
physics,0,142,8.961856741966804e-06,7.8
physics,0,143,8.86385102837866e-06,7.1
physics,0,144,8.770261226821997e-06,6.7
physics,0,145,8.679264975452488e-06,7.0
physics,0,146,8.587234953829029e-06,6.8
physics,0,147,8.494415318080595e-06,7.1
physics,0,148,8.41145914096126e-06,7.0
physics,0,149,8.321311961084271e-06,8.3
physics,0,150,8.320871030061315e-06,24.0
physics,0,151,8.320612835045287e-06,9.0
