row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,1.73e-05 [1.56e-05-4.07e-05],0.00164 [0.00156-0.00418],0.17 [0.159-0.416],10 [9.94-19.7],282 [278-299],9.68e+03 [9.55e+03-9.93e+03]
q=2,twin,3.11e-06 [2.14e-06-3.5e-06],0.000272 [0.000217-0.000276],0.0271 [0.0227-0.0304],3.17 [3.11-3.51],498 [495-738],4.98e+03 [4.44e+03-6.33e+03]
q=4,physics,3.71e-05 [3.11e-05-3.8e-05],0.0039 [0.00331-0.004],0.377 [0.311-0.385],20.6 [19.3-24.9],241 [240-261],3.53e+03 [3.51e+03-3.57e+03]
q=4,twin,3.89e-06 [9.73e-07-4.81e-06],0.000325 [5.21e-05-0.000332],0.031 [0.00684-0.0337],3.5 [0.928-4.3],743 [138-783],5.78e+03 [1.06e+03-7.34e+03]
q=6,physics,2.73e-05 [1.09e-05-4.46e-05],0.00282 [0.0012-0.00456],0.267 [0.113-0.444],12.5 [7.72-20.5],261 [242-271],769 [709-770]
q=6,twin,2.6e-06 [1.02e-06-2.96e-06],0.000228 [9.35e-05-0.000235],0.0241 [0.00882-0.0265],2.6 [1.2-2.71],415 [210-437],4.48e+03 [1.64e+03-4.69e+03]
q=8,physics,3.05e-05 [2.63e-05-4.16e-05],0.00304 [0.00281-0.00442],0.299 [0.264-0.427],16.2 [12.8-25.1],229 [215-272],660 [632-669]
q=8,twin,4.16e-06 [1.35e-06-4.25e-06],0.000282 [8.13e-05-0.000389],0.03 [0.00924-0.0323],3.57 [1.33-4.46],806 [218-913],6.39e+03 [2.09e+03-6.47e+03]
q=10,physics,2.09e-05 [1.55e-05-3.86e-05],0.00218 [0.00161-0.00399],0.216 [0.161-0.388],12.4 [12-17.7],228 [227-259],747 [705-759]
q=10,twin,2.92e-06 [2.46e-06-3.57e-06],0.000258 [0.000197-0.000303],0.0257 [0.0212-0.0287],3.06 [2.62-3.13],572 [475-607],5.22e+03 [4.36e+03-5.35e+03]
q=12,physics,2.5e-05 [1.69e-05-2.8e-05],0.00271 [0.0019-0.00297],0.258 [0.195-0.271],17.1 [16.7-19.2],244 [216-252],645 [602-738]
q=12,twin,4.36e-06 [1.16e-06-4.42e-06],0.000271 [9.75e-05-0.000298],0.0287 [0.00749-0.029],3.41 [1.21-3.71],769 [186-892],5.29e+03 [1.16e+03-6.89e+03]
q=14,physics,2.02e-05 [1.11e-05-4.29e-05],0.00224 [0.00117-0.00437],0.212 [0.126-0.422],14.9 [10.1-27],248 [247-260],621 [591-698]
q=14,twin,2.73e-06 [2.69e-06-2.83e-06],0.000235 [0.000233-0.000286],0.0219 [0.0202-0.0226],2.47 [2.26-2.47],444 [441-482],5.11e+03 [4.2e+03-5.45e+03]
q=16,physics,3.56e-05 [1.21e-05-5.24e-05],0.00369 [0.00126-0.00547],0.355 [0.126-0.532],17.6 [10.5-39.3],225 [224-301],670 [625-736]
q=16,twin,3.62e-06 [2.55e-06-4.95e-06],0.00028 [0.000223-0.000412],0.0276 [0.0193-0.0385],2.83 [2.26-4.03],579 [397-974],5.96e+03 [4.02e+03-8.1e+03]
q=18,physics,2.81e-05 [2.24e-05-4.46e-05],0.00292 [0.00241-0.0047],0.311 [0.23-0.446],21.8 [17.9-27.8],230 [223-264],593 [582-659]
q=18,twin,2.71e-06 [1.27e-06-4.07e-06],0.000171 [0.000113-0.000354],0.0185 [0.00905-0.0291],2.32 [1.27-2.88],384 [203-627],4.11e+03 [2.26e+03-5.58e+03]
q=20,physics,3e-05 [7.83e-06-3.06e-05],0.00317 [0.000818-0.00325],0.301 [0.0862-0.317],16.2 [9.19-17.8],255 [229-260],656 [647-684]
q=20,twin,3.68e-06 [2.38e-06-3.95e-06],0.000257 [0.000177-0.000258],0.0296 [0.0198-0.0306],3.47 [2.32-3.51],929 [434-989],6.88e+03 [3.67e+03-6.89e+03]
exact scheme q=2,exact scheme,1.42e-11,2.34e-10,3.18e-09,0.00321,12.8,9.26e+03
exact scheme q=4,exact scheme,1.42e-11,2.35e-10,3.07e-09,0.000749,1.22,3.62e+03
exact scheme q=6,exact scheme,1.42e-11,2.34e-10,3.07e-09,0.000348,0.825,233
exact scheme q=8,exact scheme,1.42e-11,2.34e-10,3.05e-09,0.000201,0.696,32.6
exact scheme q=10,exact scheme,1.42e-11,2.31e-10,3.04e-09,0.000137,0.504,32.5
exact scheme q=12,exact scheme,1.42e-11,2.34e-10,3.02e-09,9.71e-05,0.396,41.5
exact scheme q=14,exact scheme,1.42e-11,2.34e-10,3.04e-09,6.5e-05,0.304,20.4
exact scheme q=16,exact scheme,1.42e-11,2.34e-10,3.01e-09,5.34e-05,0.219,36.1
exact scheme q=18,exact scheme,1.42e-11,2.27e-10,3e-09,4.21e-05,0.167,38.6
exact scheme q=20,exact scheme,1.42e-11,2.34e-10,2.98e-09,3.41e-05,0.146,23.6
straight line,straight line,0.000131,0.0139,1.42,141,1.6e+04,4.56e+05
median |dz| [mm],note,0.101,1,10.1,99.8,999,5.18e+03
fine reference floor [um],note,5e-05 over a whole crossing; far lower per short step,,,,,
