row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,6.95e-06 [6.43e-06-8.48e-06],0.000695 [0.000691-0.000906],0.0755 [0.0706-0.0899],7.42 [7.31-8.77],512 [490-513],1e+04 [9.94e+03-1.02e+04]
q=2,twin,5.37e-07 [5.14e-07-5.92e-07],5.74e-05 [5.63e-05-6.24e-05],0.00645 [0.00589-0.00709],1.32 [1.19-1.32],275 [270-300],1.9e+03 [1.79e+03-1.9e+03]
q=4,physics,7.24e-06 [5.87e-06-8.58e-06],0.000783 [0.00061-0.000919],0.0775 [0.0633-0.0914],7.98 [7.23-9.38],489 [424-500],4.05e+03 [3.86e+03-4.13e+03]
q=4,twin,4.81e-07 [4.79e-07-5.84e-07],5.11e-05 [4.8e-05-6.21e-05],0.00527 [0.00523-0.00691],1.04 [1.03-1.45],279 [227-280],1.46e+03 [1.46e+03-1.98e+03]
q=6,physics,8.38e-06 [8.33e-06-8.88e-06],0.000861 [0.000831-0.000941],0.0883 [0.0841-0.0952],9.24 [9.17-9.55],471 [413-502],1.1e+03 [1.04e+03-1.11e+03]
q=6,twin,5.49e-07 [5.31e-07-5.6e-07],5.87e-05 [5.54e-05-6.06e-05],0.00648 [0.00638-0.00654],1.42 [1.38-1.45],321 [306-330],1.74e+03 [1.47e+03-1.95e+03]
q=8,physics,8.9e-06 [8.67e-06-1.14e-05],0.000932 [0.00089-0.00124],0.094 [0.0918-0.127],9.74 [9.21-11.6],459 [448-509],947 [935-1.02e+03]
q=8,twin,4.31e-07 [4.14e-07-4.75e-07],4.47e-05 [4.35e-05-5e-05],0.00513 [0.00496-0.00561],1.17 [1.08-1.26],299 [292-301],1.46e+03 [1.35e+03-1.84e+03]
q=10,physics,8.82e-06 [8.8e-06-1e-05],0.00098 [0.000902-0.00106],0.0966 [0.0933-0.106],9.27 [9.26-11],479 [476-506],998 [984-1.03e+03]
q=10,twin,5.18e-07 [4.16e-07-5.67e-07],5.65e-05 [4.28e-05-5.73e-05],0.00619 [0.00513-0.00636],1.41 [0.96-1.41],281 [277-292],1.75e+03 [1.47e+03-1.97e+03]
q=12,physics,9.13e-06 [7.69e-06-1.41e-05],0.000939 [0.000831-0.00149],0.0971 [0.0825-0.152],9.48 [8.46-11.8],474 [449-534],988 [960-1.23e+03]
q=12,twin,5.26e-07 [4.78e-07-5.79e-07],5.71e-05 [4.87e-05-5.75e-05],0.00613 [0.00596-0.00691],1.36 [1.32-1.44],258 [246-268],1.64e+03 [1.6e+03-1.69e+03]
q=14,physics,8.04e-06 [6.52e-06-1.01e-05],0.000821 [0.000662-0.0011],0.0851 [0.066-0.11],8.16 [7.2-9.6],456 [436-460],983 [935-1.05e+03]
q=14,twin,6.07e-07 [5.03e-07-6.14e-07],6.15e-05 [4.99e-05-6.26e-05],0.00684 [0.00569-0.00713],1.53 [1.31-1.87],309 [271-329],1.75e+03 [1.51e+03-2.03e+03]
q=16,physics,1.07e-05 [7.55e-06-1.07e-05],0.00112 [0.000801-0.00113],0.114 [0.0755-0.116],11.3 [8.21-11.4],492 [480-520],1.1e+03 [1.01e+03-1.28e+03]
q=16,twin,5.23e-07 [5.15e-07-5.53e-07],5.3e-05 [5.03e-05-6.09e-05],0.00637 [0.00618-0.00714],1.35 [1.28-1.58],289 [287-294],1.78e+03 [1.67e+03-1.87e+03]
q=18,physics,1.05e-05 [7.96e-06-1.37e-05],0.00112 [0.000853-0.00144],0.116 [0.0873-0.144],11.5 [9.51-13.7],463 [429-466],1.06e+03 [1.02e+03-1.1e+03]
q=18,twin,6.09e-07 [5.25e-07-6.41e-07],6.58e-05 [5.48e-05-6.68e-05],0.00731 [0.00636-0.00758],1.37 [1.26-1.62],269 [247-275],1.8e+03 [1.77e+03-2.04e+03]
q=20,physics,1.05e-05 [9.8e-06-1.1e-05],0.00112 [0.00104-0.00116],0.115 [0.107-0.119],10.5 [9.72-11.1],499 [486-504],1.04e+03 [940-1.08e+03]
q=20,twin,6.12e-07 [5.47e-07-6.47e-07],6.3e-05 [5.5e-05-7.02e-05],0.00728 [0.00591-0.00756],1.51 [1.18-1.73],273 [244-373],1.85e+03 [1.71e+03-2.01e+03]
straight line,straight line,0.0001306,0.0139,1.415,141.1,1.599e+04,4.561e+05
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
