row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.16e+05 [9.65e+04-1.42e+05],1.06e+05 [9.09e+04-1.23e+05],7.56e+04 [5.67e+04-7.93e+04],9.51e+03 [4.56e+03-1.39e+04],1.91e+03 [1.58e+03-2.51e+03],8.78e+03 [4.43e+03-2.66e+04]
q=2,twin,2.3e+04 [1.16e+04-4.6e+04],2.86e+03 [1.72e+03-4.4e+03],2.95e+03 [1.89e+03-5.58e+03],2.77e+03 [1.95e+03-6.05e+03],8.7e+03 [1.5e+03-1.14e+04],3.06e+03 [2.08e+03-6.69e+03]
q=4,physics,1.44e+05 [1.16e+05-2.46e+05],1.38e+05 [1.02e+05-2.48e+05],9.94e+04 [7.19e+04-1.74e+05],6.5e+03 [5.97e+03-8.91e+03],2.1e+03 [1.74e+03-2.64e+03],3.67e+03 [2.61e+03-5.16e+03]
q=4,twin,3.73e+04 [1.47e+04-7.61e+04],4.72e+03 [2.7e+03-8.26e+03],3.62e+03 [2.81e+03-6.2e+03],5.91e+03 [3.46e+03-8.06e+03],8.89e+03 [6.67e+03-1.17e+04],5.59e+03 [4.16e+03-7.89e+03]
q=6,physics,1.77e+05 [1.27e+05-3.02e+05],1.67e+05 [1.17e+05-2.72e+05],1.09e+05 [8.36e+04-1.8e+05],6.64e+03 [5.28e+03-1.16e+04],2.15e+03 [1.44e+03-2.77e+03],719 [632-858]
q=6,twin,8.8e+04 [3.45e+04-1.18e+05],1.01e+04 [2.02e+03-1.49e+04],7.23e+03 [2.85e+03-8.96e+03],6.49e+03 [2.9e+03-1.15e+04],8.99e+03 [7.99e+03-1.7e+04],5.55e+03 [4e+03-1.09e+04]
q=8,physics,1.47e+05 [8.95e+04-1.69e+05],1.32e+05 [8.44e+04-1.62e+05],8.65e+04 [6.54e+04-1.12e+05],8.89e+03 [4.62e+03-1.14e+04],2.21e+03 [1.69e+03-2.63e+03],631 [546-749]
q=8,twin,5.99e+04 [2.2e+04-1.23e+05],4.09e+03 [2.75e+03-1.79e+04],3.86e+03 [2.34e+03-9.09e+03],5.49e+03 [2.19e+03-8.95e+03],8.38e+03 [6.6e+03-1.4e+04],5.68e+03 [3.7e+03-7.87e+03]
q=10,physics,2.51e+05 [1.11e+05-3.73e+05],2.65e+05 [1.02e+05-3.49e+05],1.67e+05 [7.96e+04-2.02e+05],9.44e+03 [6.71e+03-1.37e+04],1.73e+03 [1.54e+03-3.41e+03],674 [609-799]
q=10,twin,3.19e+04 [1.21e+04-3e+05],8.13e+03 [3.1e+03-1.17e+04],5.33e+03 [1.64e+03-6.49e+03],7.1e+03 [2.27e+03-8.99e+03],9.57e+03 [6.35e+03-1.14e+04],6.7e+03 [3.08e+03-9.32e+03]
q=12,physics,1.71e+05 [1.4e+05-2.57e+05],1.56e+05 [1.25e+05-2.48e+05],1.08e+05 [8.95e+04-1.6e+05],9.08e+03 [4.47e+03-1.05e+04],2.03e+03 [1.62e+03-3.04e+03],648 [540-785]
