row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.13e+05 [3.36e+05-4.27e+05],4.08e+05 [3.5e+05-4.21e+05],3.41e+05 [2.91e+05-3.57e+05],1.61e+04 [1.19e+04-2.51e+04],2.82e+03 [2.68e+03-3.79e+03],8.89e+03 [4.6e+03-2.65e+04]
q=2,twin,1.67e+05 [9.73e+04-3.16e+05],2.59e+04 [9.54e+03-4.48e+04],8.91e+03 [6.14e+03-1.12e+04],6.36e+03 [4.02e+03-9.83e+03],7.88e+03 [6.46e+03-1.21e+04],5.56e+03 [4.83e+03-8.58e+03]
q=4,physics,4.17e+05 [3.31e+05-5.55e+05],4.01e+05 [3.11e+05-5.51e+05],3.42e+05 [2.45e+05-4.64e+05],2.58e+04 [1.39e+04-2.86e+04],3.09e+03 [2.23e+03-3.59e+03],3.66e+03 [2.72e+03-5.28e+03]
q=4,twin,9.89e+04 [6.06e+04-1.42e+05],2.58e+04 [1.42e+04-4.82e+04],7.06e+03 [6.46e+03-9.86e+03],6.28e+03 [5.48e+03-9.98e+03],8.81e+03 [6.47e+03-1.16e+04],6.15e+03 [4.71e+03-7.2e+03]
q=6,physics,4.01e+05 [3.42e+05-4.87e+05],4.02e+05 [3.45e+05-4.67e+05],3.4e+05 [2.87e+05-4.01e+05],1.36e+04 [9.1e+03-2.79e+04],2.69e+03 [1.97e+03-4.07e+03],874 [761-1.16e+03]
q=6,twin,1.17e+05 [8.78e+04-1.82e+05],1.91e+04 [1.16e+04-3.52e+04],7.04e+03 [3.79e+03-1.15e+04],5.62e+03 [3.38e+03-8.25e+03],7.87e+03 [4.29e+03-1.06e+04],5.92e+03 [4.93e+03-9.87e+03]
q=8,physics,4.12e+05 [3.04e+05-5.21e+05],3.66e+05 [3.08e+05-5.18e+05],3.09e+05 [2.49e+05-4.35e+05],1.84e+04 [1.17e+04-2.02e+04],3.1e+03 [2.53e+03-4.32e+03],887 [733-1.06e+03]
q=8,twin,1.69e+05 [9.72e+04-2.12e+05],4.34e+04 [1.16e+04-8.24e+04],7.31e+03 [4.27e+03-1.73e+04],5e+03 [3.51e+03-1.37e+04],7.08e+03 [5.32e+03-8.12e+03],6.55e+03 [5.56e+03-9.55e+03]
q=10,physics,3.57e+05 [3.16e+05-4.34e+05],3.45e+05 [3.2e+05-4.35e+05],2.93e+05 [2.72e+05-3.66e+05],2.17e+04 [1.29e+04-4.87e+04],3.58e+03 [2.99e+03-4.75e+03],853 [698-988]
q=10,twin,1.65e+05 [9.3e+04-2.08e+05],1.53e+04 [6.95e+03-7.08e+04],8.19e+03 [6.55e+03-1.28e+04],8.24e+03 [4.05e+03-9.81e+03],7.67e+03 [5.21e+03-1.1e+04],8.05e+03 [6.47e+03-1.06e+04]
