row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.49e+03 [3.29e+03-6.02e+03],4.52e+03 [3.37e+03-6.71e+03],4.3e+03 [3.17e+03-6.76e+03],2.69e+03 [2.31e+03-3.98e+03],1.02e+03 [974-1.34e+03],753 [598-1.05e+03]
q=2,twin,2.43e+03 [1.66e+03-2.63e+03],1.77e+03 [1.22e+03-1.98e+03],2.19e+03 [1.82e+03-2.63e+03],1.99e+03 [1.68e+03-3.47e+03],2.02e+03 [1.48e+03-2.68e+03],1.98e+03 [1.5e+03-2.4e+03]
q=4,physics,5.66e+03 [2.36e+03-9.7e+03],5.11e+03 [2.6e+03-1.03e+04],4.73e+03 [2.68e+03-9.79e+03],2.54e+03 [2.21e+03-3.28e+03],1.09e+03 [774-1.36e+03],322 [282-359]
q=4,twin,2.63e+03 [2.04e+03-3.13e+03],2.26e+03 [1.34e+03-2.84e+03],1.78e+03 [1.14e+03-2.85e+03],2.27e+03 [1.77e+03-2.46e+03],1.71e+03 [1.34e+03-2.53e+03],1.74e+03 [1.24e+03-3.14e+03]
q=6,physics,5.2e+03 [2.67e+03-8.74e+03],5.15e+03 [2.6e+03-8.52e+03],4.74e+03 [2.46e+03-7.73e+03],2.65e+03 [1.77e+03-4.7e+03],964 [891-1.08e+03],268 [234-277]
q=6,twin,2.16e+03 [1.37e+03-3.38e+03],1.86e+03 [827-2.74e+03],1.86e+03 [787-3.22e+03],1.77e+03 [1.03e+03-3.04e+03],1.77e+03 [1.39e+03-2.78e+03],2.66e+03 [1.1e+03-2.83e+03]
q=8,physics,4.49e+03 [2.48e+03-5.83e+03],4.18e+03 [2.34e+03-6.21e+03],4.56e+03 [2.78e+03-6.63e+03],2.76e+03 [1.45e+03-3.6e+03],973 [759-1.2e+03],251 [205-284]
q=8,twin,2.16e+03 [1.19e+03-2.36e+03],1.84e+03 [1.18e+03-2.54e+03],1.83e+03 [1.15e+03-2.56e+03],1.96e+03 [1.18e+03-2.59e+03],1.94e+03 [1.15e+03-3.25e+03],2.08e+03 [1.27e+03-2.97e+03]
q=10,physics,5.25e+03 [3.51e+03-1.02e+04],5.21e+03 [3.77e+03-1.07e+04],5.38e+03 [3.87e+03-8.45e+03],2.79e+03 [2.53e+03-5.06e+03],869 [698-1.01e+03],243 [220-303]
q=10,twin,3.57e+03 [2.04e+03-4.03e+03],2.29e+03 [1.18e+03-3.05e+03],1.81e+03 [1.02e+03-2.86e+03],2.04e+03 [1.05e+03-3.52e+03],2.12e+03 [1.08e+03-3.36e+03],2.77e+03 [1.52e+03-3.58e+03]
q=12,physics,3.91e+03 [3.18e+03-5.22e+03],4.01e+03 [2.75e+03-4.88e+03],3.66e+03 [2.52e+03-4.78e+03],2.38e+03 [2.01e+03-3.86e+03],960 [720-1.17e+03],294 [210-366]
q=12,twin,2.32e+03 [2.03e+03-3.73e+03],1.81e+03 [1.2e+03-3.03e+03],1.5e+03 [1.13e+03-2.72e+03],1.63e+03 [1.16e+03-2.61e+03],1.8e+03 [1.04e+03-2.68e+03],2.62e+03 [1.14e+03-4.14e+03]
q=14,physics,4.99e+03 [3.19e+03-7.31e+03],4.6e+03 [3.08e+03-7.29e+03],4.3e+03 [2.93e+03-7.32e+03],2.67e+03 [2.19e+03-4.48e+03],980 [824-1.3e+03],264 [220-331]
q=14,twin,2.97e+03 [1.86e+03-4.8e+03],1.68e+03 [1.12e+03-2.49e+03],1.79e+03 [1.19e+03-2.64e+03],1.83e+03 [1.33e+03-2.66e+03],1.97e+03 [1.19e+03-2.55e+03],2.58e+03 [1.22e+03-4.26e+03]
q=16,physics,4.45e+03 [2.38e+03-6.69e+03],4.53e+03 [2.47e+03-7.1e+03],4.15e+03 [2.59e+03-6.32e+03],2.53e+03 [1.6e+03-3.27e+03],1.02e+03 [794-1.26e+03],268 [238-298]
q=16,twin,2.38e+03 [1.62e+03-3.03e+03],1.72e+03 [1.01e+03-2.45e+03],1.8e+03 [1.05e+03-2.45e+03],1.47e+03 [1.1e+03-3e+03],2.14e+03 [1.19e+03-2.69e+03],2.2e+03 [1.43e+03-3.24e+03]
q=18,physics,4.84e+03 [2.44e+03-7.42e+03],4.7e+03 [2.34e+03-6.81e+03],3.85e+03 [2.41e+03-6.7e+03],3.31e+03 [2e+03-4.25e+03],923 [824-953],251 [192-362]
q=18,twin,2.38e+03 [1.87e+03-2.68e+03],2.18e+03 [1.08e+03-2.64e+03],2.36e+03 [1.18e+03-2.54e+03],2.22e+03 [1.04e+03-2.51e+03],2.17e+03 [1.18e+03-2.48e+03],2.42e+03 [1.21e+03-3.58e+03]
q=20,physics,6.77e+03 [3.53e+03-9.55e+03],6.57e+03 [3.33e+03-9.48e+03],6.04e+03 [3.25e+03-8.64e+03],3.59e+03 [2.67e+03-4.52e+03],1.03e+03 [797-1.33e+03],268 [190-347]
q=20,twin,2.29e+03 [2.08e+03-2.7e+03],1.47e+03 [1.05e+03-2.28e+03],1.6e+03 [1.19e+03-2.43e+03],1.64e+03 [1.15e+03-2.36e+03],1.69e+03 [1.23e+03-3.01e+03],2.08e+03 [1.18e+03-2.85e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
