row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.16e+05 [9.65e+04-1.42e+05],1.06e+05 [9.09e+04-1.23e+05],7.56e+04 [5.67e+04-8.03e+04],1.07e+04 [5.84e+03-1.4e+04],2.23e+03 [1.86e+03-2.68e+03],1.04e+04 [4.95e+03-2.66e+04]
q=2,twin,2.3e+04 [1.3e+04-4.6e+04],3.49e+03 [2.33e+03-5.91e+03],3.92e+03 [2.45e+03-6.97e+03],4.31e+03 [2.47e+03-8.04e+03],9.9e+03 [2.31e+03-1.27e+04],4.46e+03 [3.04e+03-9.04e+03]
q=4,physics,1.44e+05 [1.17e+05-2.46e+05],1.38e+05 [1.03e+05-2.48e+05],9.94e+04 [7.28e+04-1.74e+05],7.64e+03 [7.04e+03-9.4e+03],2.43e+03 [1.98e+03-2.95e+03],3.74e+03 [2.67e+03-5.17e+03]
q=4,twin,3.96e+04 [1.93e+04-7.61e+04],6.69e+03 [3.85e+03-1.01e+04],5.41e+03 [4.43e+03-6.76e+03],7.75e+03 [5.23e+03-9.4e+03],9.88e+03 [7.66e+03-1.27e+04],7.42e+03 [5.2e+03-9.5e+03]
q=6,physics,1.77e+05 [1.27e+05-3.02e+05],1.67e+05 [1.17e+05-2.72e+05],1.09e+05 [8.36e+04-1.8e+05],8.11e+03 [7.27e+03-1.22e+04],2.69e+03 [1.78e+03-2.99e+03],786 [650-910]
q=6,twin,8.8e+04 [3.45e+04-1.18e+05],1.13e+04 [2.68e+03-1.54e+04],8.41e+03 [3.45e+03-1.09e+04],7.39e+03 [3.71e+03-1.25e+04],9.7e+03 [9.1e+03-1.78e+04],6.4e+03 [5.07e+03-1.2e+04]
q=8,physics,1.47e+05 [8.95e+04-1.69e+05],1.32e+05 [8.44e+04-1.62e+05],8.68e+04 [6.54e+04-1.12e+05],9.76e+03 [5.55e+03-1.19e+04],2.68e+03 [2.02e+03-2.88e+03],714 [613-825]
q=8,twin,5.99e+04 [2.47e+04-1.23e+05],5.2e+03 [4.14e+03-1.91e+04],5.34e+03 [4.05e+03-9.92e+03],7.03e+03 [3.83e+03-1.04e+04],9.37e+03 [7.4e+03-1.46e+04],7.35e+03 [5.48e+03-8.84e+03]
q=10,physics,2.51e+05 [1.11e+05-3.73e+05],2.65e+05 [1.03e+05-3.49e+05],1.67e+05 [7.97e+04-2.02e+05],1.03e+04 [7.08e+03-1.47e+04],2.02e+03 [1.75e+03-3.82e+03],758 [676-826]
q=10,twin,3.55e+04 [1.39e+04-3e+05],9.47e+03 [4.58e+03-1.25e+04],6.63e+03 [2.8e+03-7.34e+03],7.92e+03 [3.75e+03-9.98e+03],1.06e+04 [8.81e+03-1.28e+04],7.66e+03 [3.79e+03-1.06e+04]
