row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.44e+05 [1.94e+05-3.46e+05],2.37e+05 [1.86e+05-3.01e+05],1.76e+05 [1.41e+05-2.36e+05],1.46e+04 [1.02e+04-1.72e+04],2.9e+03 [2.51e+03-4.61e+03],1.03e+04 [5.06e+03-2.65e+04]
q=2,twin,1.36e+05 [8.11e+04-2.29e+05],2.1e+03 [1.48e+03-5.74e+03],1.59e+03 [1.4e+03-2.04e+03],2.12e+03 [1.35e+03-2.58e+03],2.65e+03 [1.98e+03-3.33e+03],1.47e+03 [1.06e+03-1.93e+03]
q=4,physics,2.53e+05 [1.91e+05-4.24e+05],2.53e+05 [1.93e+05-4.14e+05],1.92e+05 [1.5e+05-2.98e+05],1.48e+04 [1.1e+04-1.82e+04],3.32e+03 [2.47e+03-3.9e+03],3.71e+03 [2.53e+03-5.29e+03]
q=4,twin,1e+05 [6.62e+04-1.23e+05],1.32e+03 [1.12e+03-1.58e+03],1.39e+03 [1.12e+03-3.63e+03],1.67e+03 [1.36e+03-2.12e+03],2.17e+03 [1.31e+03-2.93e+03],1.05e+03 [942-1.59e+03]
q=6,physics,2.29e+05 [1.53e+05-3.88e+05],2.37e+05 [1.63e+05-3.75e+05],1.82e+05 [1.34e+05-2.84e+05],1.24e+04 [9.63e+03-1.37e+04],2.89e+03 [1.98e+03-3.49e+03],776 [664-923]
q=6,twin,1.9e+05 [8.92e+04-2.52e+05],2.49e+03 [1.41e+03-1.08e+04],1.84e+03 [1.16e+03-4.2e+03],1.93e+03 [1.32e+03-6.12e+03],2.31e+03 [1.87e+03-7.95e+03],1.56e+03 [1.26e+03-7.16e+03]
q=8,physics,2.75e+05 [1.56e+05-3.2e+05],2.83e+05 [1.57e+05-3.19e+05],2.2e+05 [1.29e+05-2.56e+05],1.7e+04 [9.13e+03-2.34e+04],2.92e+03 [2.42e+03-3.39e+03],827 [667-1.02e+03]
q=8,twin,1.64e+05 [8.5e+04-2.51e+05],3.54e+03 [2.08e+03-7.77e+03],3.08e+03 [1.61e+03-4.67e+03],2.97e+03 [1.9e+03-4.01e+03],4.25e+03 [1.92e+03-7.39e+03],2.59e+03 [1.69e+03-6.05e+03]
q=10,physics,1.83e+05 [1.33e+05-2.94e+05],1.83e+05 [1.21e+05-2.83e+05],1.48e+05 [9.65e+04-2.22e+05],1.51e+04 [1.26e+04-2.69e+04],3.06e+03 [2.84e+03-3.25e+03],763 [635-930]
q=10,twin,1.15e+05 [8.13e+04-2.5e+05],3.08e+03 [1.9e+03-3.61e+03],2.64e+03 [1.28e+03-3.26e+03],3.11e+03 [2.13e+03-3.95e+03],3.28e+03 [2.14e+03-4.87e+03],2.71e+03 [1.17e+03-2.9e+03]
q=12,physics,1.9e+05 [1.47e+05-3.32e+05],1.81e+05 [1.39e+05-2.92e+05],1.46e+05 [1.12e+05-2.33e+05],2e+04 [1.35e+04-2.57e+04],2.98e+03 [2.38e+03-3.52e+03],746 [599-1.01e+03]
q=12,twin,1.31e+05 [9.79e+04-1.51e+05],5.16e+03 [2.08e+03-1.23e+04],4.37e+03 [1.44e+03-6.26e+03],4.17e+03 [2.56e+03-6.02e+03],8.67e+03 [2.89e+03-9.38e+03],4.38e+03 [1.93e+03-7.23e+03]
