row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.99e+05 [2.46e+05-3.89e+05],2.93e+05 [2.25e+05-3.79e+05],2.26e+05 [1.67e+05-2.54e+05],1.03e+04 [7.95e+03-1.41e+04],2.53e+03 [2.12e+03-2.95e+03],8.66e+03 [4.32e+03-2.63e+04]
q=2,twin,1.24e+04 [6.45e+03-1.55e+04],4.53e+03 [1.83e+03-7.74e+03],4.28e+03 [1.73e+03-8.4e+03],4.83e+03 [2.79e+03-7.05e+03],6.91e+03 [4.81e+03-8.76e+03],5.58e+03 [2.94e+03-9.59e+03]
q=4,physics,3.37e+05 [2.58e+05-7.02e+05],3.29e+05 [2.4e+05-6.9e+05],2.33e+05 [1.83e+05-4.95e+05],1.21e+04 [8.19e+03-1.98e+04],2.43e+03 [1.85e+03-2.97e+03],3.6e+03 [2.42e+03-5.13e+03]
q=4,twin,1.05e+04 [4.86e+03-2e+04],3.44e+03 [2.74e+03-5.24e+03],4.13e+03 [2.98e+03-6.29e+03],5.03e+03 [3.1e+03-7.96e+03],9.77e+03 [4.05e+03-1.54e+04],5.02e+03 [3.44e+03-6.69e+03]
q=6,physics,2.64e+05 [1.53e+05-4.77e+05],2.65e+05 [1.45e+05-4.62e+05],2.04e+05 [1.01e+05-3.16e+05],1.17e+04 [7.45e+03-1.82e+04],2.16e+03 [1.98e+03-3.35e+03],799 [715-1.04e+03]
q=6,twin,1.09e+04 [9.06e+03-1.23e+04],4.37e+03 [4.01e+03-4.79e+03],3.76e+03 [2.74e+03-5.36e+03],5.91e+03 [3.68e+03-1.19e+04],9.75e+03 [7.18e+03-1.63e+04],5.99e+03 [4.14e+03-7.67e+03]
q=8,physics,3.03e+05 [2.7e+05-3.4e+05],2.84e+05 [2.62e+05-3.45e+05],1.99e+05 [1.74e+05-2.63e+05],1.08e+04 [8.22e+03-1.69e+04],2.57e+03 [1.55e+03-3.49e+03],866 [669-969]
q=8,twin,1.66e+04 [1.02e+04-3.21e+04],7.19e+03 [3.77e+03-1.12e+04],6.71e+03 [2.66e+03-8.3e+03],6.16e+03 [4.09e+03-8.27e+03],7.51e+03 [6.98e+03-1.11e+04],7.26e+03 [4.92e+03-1.15e+04]
q=10,physics,3.8e+05 [2.89e+05-5.81e+05],3.65e+05 [2.77e+05-5.42e+05],2.81e+05 [1.79e+05-4.16e+05],1.52e+04 [1.1e+04-3.15e+04],2.61e+03 [1.78e+03-2.98e+03],838 [703-948]
q=10,twin,1.58e+04 [1.17e+04-1.86e+04],3.18e+03 [2.32e+03-5.1e+03],4.11e+03 [2.62e+03-5.37e+03],5.66e+03 [3.55e+03-7.72e+03],9.82e+03 [5.92e+03-1.19e+04],5.58e+03 [3.97e+03-8.79e+03]
