row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.01e+04 [5.8e+03-1.37e+04],1.03e+04 [5.04e+03-1.44e+04],1.01e+04 [5.02e+03-1.41e+04],6.66e+03 [4.42e+03-8.55e+03],1.84e+03 [1.09e+03-2.29e+03],895 [802-1.13e+03]
q=2,twin,1.99e+03 [1.3e+03-2.63e+03],1.58e+03 [1.18e+03-2.44e+03],1.55e+03 [1.07e+03-2.58e+03],1.7e+03 [1.01e+03-2.58e+03],1.58e+03 [1.04e+03-2.53e+03],1.58e+03 [977-2.75e+03]
q=4,physics,8.01e+03 [5.29e+03-9.33e+03],7.82e+03 [5.35e+03-1.01e+04],6.88e+03 [4.78e+03-9.79e+03],5.39e+03 [3.97e+03-8e+03],1.33e+03 [1.14e+03-1.66e+03],601 [563-760]
q=4,twin,2.45e+03 [1.08e+03-2.94e+03],1.54e+03 [965-2.5e+03],1.61e+03 [999-2.53e+03],1.63e+03 [1.07e+03-2.54e+03],1.61e+03 [1.01e+03-2.54e+03],1.59e+03 [1.01e+03-2.67e+03]
q=6,physics,7.42e+03 [5.67e+03-9.18e+03],7.58e+03 [5.71e+03-9.08e+03],7.19e+03 [5.72e+03-8.96e+03],5.4e+03 [4.06e+03-6.83e+03],1.6e+03 [1.24e+03-2.04e+03],552 [366-620]
q=6,twin,2.08e+03 [1.23e+03-3.04e+03],1.67e+03 [1.08e+03-2.47e+03],1.54e+03 [986-2.45e+03],1.63e+03 [960-2.45e+03],1.68e+03 [1.01e+03-2.51e+03],1.58e+03 [1.04e+03-2.43e+03]
q=8,physics,5.59e+03 [3.94e+03-1.03e+04],5.34e+03 [4.08e+03-1.03e+04],5.71e+03 [3.99e+03-9.32e+03],5.43e+03 [3.02e+03-1.35e+04],1.64e+03 [1.36e+03-2.06e+03],570 [472-681]
q=8,twin,1.9e+03 [1.14e+03-2.55e+03],1.61e+03 [953-2.54e+03],1.6e+03 [983-2.51e+03],1.61e+03 [983-2.53e+03],1.67e+03 [998-2.43e+03],1.63e+03 [1.02e+03-2.54e+03]
q=10,physics,7.81e+03 [6.03e+03-1.15e+04],7.76e+03 [5.85e+03-1.27e+04],7.38e+03 [5.73e+03-1.32e+04],6.1e+03 [4.48e+03-9.17e+03],1.74e+03 [1.29e+03-2.5e+03],577 [473-722]
q=10,twin,1.6e+03 [1.16e+03-2.4e+03],1.55e+03 [1.04e+03-2.39e+03],1.55e+03 [1.03e+03-2.42e+03],1.59e+03 [1.04e+03-2.41e+03],1.56e+03 [1.01e+03-2.52e+03],1.5e+03 [1.03e+03-2.36e+03]
q=12,physics,5.38e+03 [3.54e+03-1.1e+04],5.08e+03 [3.43e+03-1.19e+04],4.88e+03 [3.5e+03-1.05e+04],4.01e+03 [3.29e+03-6.01e+03],1.86e+03 [1.15e+03-2.23e+03],514 [372-724]
q=12,twin,1.56e+03 [1.11e+03-2.66e+03],1.54e+03 [999-2.49e+03],1.49e+03 [1.01e+03-2.47e+03],1.55e+03 [1e+03-2.43e+03],1.5e+03 [985-2.42e+03],1.44e+03 [992-2.37e+03]
q=14,physics,5.5e+03 [2.73e+03-8.37e+03],5.07e+03 [2.78e+03-8.64e+03],5.08e+03 [2.92e+03-8.16e+03],4.24e+03 [2.69e+03-5.83e+03],2e+03 [1.67e+03-2.6e+03],570 [443-810]
q=14,twin,1.6e+03 [1.08e+03-2.45e+03],1.5e+03 [1e+03-2.38e+03],1.51e+03 [1.01e+03-2.46e+03],1.58e+03 [1.05e+03-2.73e+03],1.6e+03 [1.01e+03-2.73e+03],1.51e+03 [1.01e+03-2.49e+03]
q=16,physics,5.51e+03 [2.99e+03-6.72e+03],5.66e+03 [2.79e+03-6.81e+03],5.5e+03 [2.76e+03-6.65e+03],4.15e+03 [2.45e+03-5.12e+03],1.97e+03 [1.05e+03-2.69e+03],571 [462-629]
q=16,twin,1.84e+03 [1.19e+03-2.41e+03],1.56e+03 [1.08e+03-2.4e+03],1.57e+03 [1e+03-2.44e+03],1.51e+03 [974-2.36e+03],1.55e+03 [1.02e+03-2.45e+03],1.93e+03 [1.01e+03-2.91e+03]
q=18,physics,4.06e+03 [2.9e+03-1.01e+04],4.1e+03 [2.95e+03-9.95e+03],3.92e+03 [2.68e+03-8.46e+03],3.35e+03 [2.51e+03-5.36e+03],1.94e+03 [1.27e+03-2.78e+03],654 [430-949]
q=18,twin,1.61e+03 [1.02e+03-2.76e+03],1.49e+03 [966-2.58e+03],1.53e+03 [973-2.68e+03],1.57e+03 [965-2.73e+03],1.52e+03 [975-2.44e+03],1.55e+03 [1.06e+03-2.47e+03]
q=20,physics,3.96e+03 [2.56e+03-8.19e+03],3.9e+03 [2.52e+03-7.07e+03],3.69e+03 [2.59e+03-6.58e+03],2.83e+03 [2.07e+03-4.07e+03],1.76e+03 [1.13e+03-2.23e+03],540 [467-639]
q=20,twin,2.08e+03 [1.27e+03-2.68e+03],2.14e+03 [1.15e+03-2.36e+03],1.6e+03 [1.13e+03-2.49e+03],1.64e+03 [1.13e+03-2.62e+03],1.69e+03 [1.15e+03-2.52e+03],1.54e+03 [1.12e+03-2.42e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
