row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.06e+05 [3.92e+05-4.99e+05],4.1e+05 [3.82e+05-5.06e+05],3.6e+05 [3.25e+05-4.6e+05],3.52e+04 [2.09e+04-4.9e+04],3.79e+03 [3.09e+03-3.95e+03],1.05e+04 [5.54e+03-2.64e+04]
q=2,twin,2.84e+05 [1.88e+05-4.72e+05],1.95e+05 [9.27e+04-2.74e+05],4.29e+04 [1.8e+04-1.58e+05],2.27e+04 [1.72e+04-2.76e+04],6.59e+03 [3.95e+03-8.11e+03],3.81e+03 [3.16e+03-4.36e+03]
q=4,physics,4.11e+05 [3.89e+05-5.05e+05],3.98e+05 [3.68e+05-4.91e+05],3.48e+05 [3.07e+05-4.35e+05],2.58e+04 [1.75e+04-6.14e+04],3.34e+03 [2.63e+03-4.18e+03],3.96e+03 [2.94e+03-5.43e+03]
q=4,twin,2.79e+05 [1.51e+05-3.91e+05],1.44e+05 [9.03e+04-2.56e+05],2.03e+04 [1.68e+04-2.4e+04],7.93e+03 [5.75e+03-1.1e+04],4.98e+03 [4.08e+03-8.19e+03],3.44e+03 [3.09e+03-4.17e+03]
q=6,physics,4.32e+05 [3.41e+05-4.57e+05],4.24e+05 [3.46e+05-4.43e+05],3.67e+05 [3e+05-3.89e+05],2.95e+04 [2.71e+04-3.74e+04],3.42e+03 [2.63e+03-4.08e+03],1.06e+03 [865-1.16e+03]
q=6,twin,2.69e+05 [2.29e+05-5.33e+05],1.38e+05 [8.96e+04-2.21e+05],1.92e+04 [9.61e+03-5.6e+04],8.02e+03 [4.7e+03-1.28e+04],6.09e+03 [4.83e+03-7.57e+03],3.63e+03 [3.41e+03-4.47e+03]
q=8,physics,3.83e+05 [3.26e+05-4.37e+05],3.71e+05 [3.14e+05-4.41e+05],3.24e+05 [2.69e+05-3.88e+05],2.76e+04 [1.97e+04-3.49e+04],3.47e+03 [2.91e+03-4.38e+03],971 [869-1.26e+03]
q=8,twin,3.26e+05 [1.8e+05-3.91e+05],1.21e+05 [5.84e+04-2.22e+05],1.04e+04 [8.29e+03-4.38e+04],8.46e+03 [6.76e+03-9.02e+03],5.26e+03 [4.19e+03-7.96e+03],3.84e+03 [3.15e+03-4.83e+03]
q=10,physics,4.06e+05 [3.16e+05-4.91e+05],4.04e+05 [3.17e+05-4.93e+05],3.52e+05 [2.78e+05-4.37e+05],3.21e+04 [2.5e+04-3.67e+04],3.14e+03 [2.65e+03-4.13e+03],883 [719-975]
q=10,twin,2.75e+05 [1.24e+05-4.96e+05],9.2e+04 [6.83e+04-2.2e+05],1.03e+04 [7.53e+03-2.18e+04],8.93e+03 [5.57e+03-1.2e+04],5.59e+03 [3.65e+03-1.37e+04],4.39e+03 [3.44e+03-5.5e+03]
q=12,physics,3.91e+05 [3.64e+05-4.57e+05],4.03e+05 [3.51e+05-4.61e+05],3.54e+05 [3.12e+05-4.12e+05],3.05e+04 [2.13e+04-4.37e+04],3.19e+03 [2.6e+03-3.49e+03],902 [817-1.07e+03]
q=12,twin,2.76e+05 [9.15e+04-4.7e+05],1.2e+05 [6.22e+04-1.53e+05],8.27e+03 [6.26e+03-1.42e+04],7.67e+03 [4.07e+03-1.33e+04],7.1e+03 [5.64e+03-1.3e+04],4.84e+03 [3.75e+03-7.21e+03]
q=14,physics,3.81e+05 [2.81e+05-4.16e+05],3.74e+05 [2.92e+05-4.2e+05],3.24e+05 [2.55e+05-3.74e+05],2.92e+04 [1.86e+04-3.61e+04],3.59e+03 [3.32e+03-4.37e+03],942 [848-1.21e+03]
q=14,twin,2.84e+05 [2.24e+05-5.1e+05],1.48e+05 [9.59e+04-2.47e+05],1.27e+04 [6.66e+03-2.56e+04],7.87e+03 [4.74e+03-9.76e+03],7.15e+03 [6.71e+03-7.86e+03],4.63e+03 [3.77e+03-6.17e+03]
q=16,physics,3.67e+05 [2.81e+05-4.08e+05],3.56e+05 [2.89e+05-4.03e+05],3.16e+05 [2.5e+05-3.59e+05],2.55e+04 [1.91e+04-4.08e+04],3.6e+03 [2.88e+03-3.98e+03],869 [751-983]
q=16,twin,3.13e+05 [2.23e+05-5.19e+05],1.81e+05 [5.55e+04-2.96e+05],1.88e+04 [9.49e+03-4.38e+04],8.33e+03 [4.28e+03-2.3e+04],7.92e+03 [4.66e+03-1.06e+04],5.28e+03 [2.94e+03-6.43e+03]
q=18,physics,3.7e+05 [2.79e+05-4.33e+05],3.63e+05 [2.87e+05-4.38e+05],3.13e+05 [2.49e+05-3.94e+05],2.83e+04 [1.54e+04-3.75e+04],3.59e+03 [3.21e+03-4.77e+03],922 [860-1e+03]
