row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,5.15e+03 [3.21e+03-7.82e+03],5.35e+03 [3.26e+03-7.77e+03],5e+03 [2.88e+03-7.04e+03],3.07e+03 [2.48e+03-3.56e+03],1.11e+03 [931-1.24e+03],709 [600-994]
q=2,twin,1.79e+03 [1.36e+03-2.39e+03],778 [586-1.24e+03],748 [667-1.13e+03],906 [707-1.12e+03],1.09e+03 [811-1.47e+03],703 [512-939]
q=4,physics,4.23e+03 [2.55e+03-6.61e+03],4.02e+03 [2.55e+03-6.1e+03],4.15e+03 [2.38e+03-5.24e+03],3.39e+03 [2.25e+03-3.59e+03],955 [852-1.16e+03],318 [303-402]
q=4,twin,1.38e+03 [1.08e+03-1.81e+03],572 [487-778],607 [493-813],700 [447-844],1.05e+03 [726-1.6e+03],573 [507-949]
q=6,physics,4.79e+03 [3.08e+03-7.14e+03],4.51e+03 [3.28e+03-5.92e+03],4.48e+03 [2.91e+03-5.55e+03],2.69e+03 [1.98e+03-3.04e+03],1.03e+03 [709-1.18e+03],243 [216-266]
q=6,twin,1.75e+03 [1.13e+03-2.92e+03],847 [607-2.38e+03],987 [673-1.91e+03],1.01e+03 [784-1.78e+03],1.11e+03 [868-2.64e+03],590 [467-4.13e+03]
q=8,physics,6.19e+03 [4.5e+03-1.12e+04],5.87e+03 [4.41e+03-1.18e+04],5.5e+03 [3.98e+03-1.07e+04],3.19e+03 [2.54e+03-3.92e+03],887 [821-1.12e+03],242 [200-271]
q=8,twin,2.44e+03 [2.11e+03-3.01e+03],1.43e+03 [823-3.37e+03],1.43e+03 [795-2.41e+03],1.12e+03 [696-2.03e+03],1.78e+03 [935-2.58e+03],1.54e+03 [818-2.72e+03]
q=10,physics,4.51e+03 [2.58e+03-6.39e+03],4.49e+03 [2.56e+03-6.13e+03],4.4e+03 [2.43e+03-6.52e+03],2.99e+03 [2.37e+03-6.25e+03],962 [916-1.33e+03],259 [230-288]
q=10,twin,2.17e+03 [1.83e+03-3.82e+03],1.31e+03 [868-1.69e+03],1.23e+03 [620-2.23e+03],1.08e+03 [834-1.96e+03],1.38e+03 [906-1.81e+03],1.28e+03 [810-1.55e+03]
q=12,physics,4.98e+03 [2.5e+03-7.62e+03],4.84e+03 [2.56e+03-7.59e+03],4.3e+03 [2.22e+03-6.85e+03],3.04e+03 [2.13e+03-4.04e+03],830 [562-1.19e+03],273 [203-339]
q=12,twin,2.31e+03 [1.54e+03-2.94e+03],1.61e+03 [1.07e+03-2.35e+03],1.81e+03 [644-2.88e+03],1.59e+03 [1.16e+03-2.34e+03],2.12e+03 [1.13e+03-4.47e+03],1.69e+03 [864-3.88e+03]
q=14,physics,5.24e+03 [2.18e+03-7.11e+03],4.93e+03 [2.33e+03-7.27e+03],4.94e+03 [2.14e+03-6.74e+03],3.03e+03 [1.7e+03-3.51e+03],1.12e+03 [893-1.47e+03],289 [215-323]
q=14,twin,2.62e+03 [1.99e+03-4.35e+03],957 [834-2.13e+03],1.01e+03 [588-2.22e+03],1.15e+03 [916-2.19e+03],1.31e+03 [852-2.28e+03],695 [521-2.45e+03]
q=16,physics,4.86e+03 [3.83e+03-6.38e+03],4.59e+03 [3.91e+03-5.98e+03],4.62e+03 [3.94e+03-5.24e+03],2.69e+03 [1.71e+03-3.68e+03],990 [767-1.22e+03],236 [196-269]
q=16,twin,1.82e+03 [1.35e+03-3.78e+03],951 [654-1.45e+03],1.03e+03 [745-1.28e+03],1.41e+03 [929-1.78e+03],1.17e+03 [898-2.15e+03],1.16e+03 [876-1.64e+03]
q=18,physics,5.26e+03 [2.98e+03-7.63e+03],4.93e+03 [3.26e+03-6.82e+03],4.59e+03 [3.4e+03-6.52e+03],2.75e+03 [2.51e+03-3.96e+03],1.06e+03 [764-1.2e+03],223 [173-271]
q=18,twin,2.16e+03 [1.32e+03-2.6e+03],1.32e+03 [1.03e+03-2.25e+03],1.28e+03 [1.08e+03-2.27e+03],1.33e+03 [1.05e+03-2.32e+03],1.4e+03 [1.06e+03-2.04e+03],1.54e+03 [927-3.38e+03]
q=20,physics,4.56e+03 [2.72e+03-9.15e+03],4.4e+03 [2.9e+03-1.02e+04],4.35e+03 [2.96e+03-8.33e+03],2.84e+03 [2.35e+03-4.24e+03],930 [773-1.12e+03],236 [173-251]
q=20,twin,2.86e+03 [1.84e+03-6.66e+03],1.54e+03 [950-2.46e+03],1.45e+03 [773-2.57e+03],1.21e+03 [791-2.59e+03],2.15e+03 [1.11e+03-3.25e+03],1.88e+03 [874-2.85e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
