row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1.83e+05 [1.22e+05-2.05e+05],1.75e+05 [1.31e+05-2.1e+05],1.31e+05 [1.01e+05-1.49e+05],1.38e+04 [1.16e+04-1.78e+04],3.75e+03 [3.32e+03-4.75e+03],1.08e+04 [4.41e+03-2.71e+04]
q=2,twin,6.32e+04 [4.61e+04-8.33e+04],4.23e+03 [3.57e+03-4.65e+03],4.76e+03 [3.55e+03-5.43e+03],4.96e+03 [4.62e+03-6.62e+03],6.6e+03 [4.48e+03-1.14e+04],4.3e+03 [3.56e+03-5.13e+03]
q=4,physics,2.03e+05 [1.6e+05-2.41e+05],1.99e+05 [1.54e+05-2.68e+05],1.63e+05 [1.21e+05-2.07e+05],1.73e+04 [1.07e+04-2.23e+04],3.49e+03 [3.11e+03-4.22e+03],3.17e+03 [2.52e+03-4.13e+03]
q=4,twin,5.41e+04 [3.12e+04-1.32e+05],5e+03 [3.47e+03-7.91e+03],4.38e+03 [3.46e+03-6.05e+03],4.99e+03 [4.37e+03-5.61e+03],5.61e+03 [4.7e+03-1.05e+04],4.65e+03 [3.85e+03-7.68e+03]
q=6,physics,1.92e+05 [1.32e+05-2.42e+05],1.92e+05 [1.29e+05-2.42e+05],1.53e+05 [1.09e+05-1.8e+05],1.59e+04 [1.34e+04-2.25e+04],3.71e+03 [3.12e+03-4.56e+03],1.97e+03 [1.58e+03-2.5e+03]
q=6,twin,1.04e+05 [2.28e+04-2.3e+05],5.69e+03 [2.5e+03-1.1e+04],5.56e+03 [2.54e+03-7.11e+03],5.8e+03 [3.75e+03-8.83e+03],9.55e+03 [4.16e+03-1.72e+04],7.08e+03 [4.33e+03-1.02e+04]
q=8,physics,2.74e+05 [2.26e+05-3.96e+05],2.69e+05 [2.48e+05-4.08e+05],2.05e+05 [1.93e+05-2.81e+05],1.44e+04 [1.06e+04-2.35e+04],3.64e+03 [2.81e+03-4.73e+03],2.11e+03 [1.6e+03-2.44e+03]
q=8,twin,9.05e+04 [3.74e+04-1.88e+05],5.82e+03 [4.88e+03-1.15e+04],5.11e+03 [4.19e+03-6.6e+03],5.64e+03 [4.17e+03-1.01e+04],9.76e+03 [7.99e+03-1.4e+04],6.19e+03 [5.25e+03-1.24e+04]
q=10,physics,3.11e+05 [2.11e+05-5.85e+05],3.19e+05 [2.07e+05-5.2e+05],2.45e+05 [1.59e+05-3.83e+05],1.49e+04 [9.42e+03-1.77e+04],3.83e+03 [2.78e+03-4.43e+03],2.04e+03 [1.71e+03-2.34e+03]
q=10,twin,7.22e+04 [6.18e+04-1.69e+05],5.69e+03 [5e+03-9.56e+03],4.71e+03 [4.38e+03-5.7e+03],5.16e+03 [4.76e+03-6.77e+03],1.01e+04 [7.91e+03-1.4e+04],6.05e+03 [4.36e+03-7.42e+03]
