row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,6.04e+04 [4.46e+04-1.08e+05],5.72e+04 [4.05e+04-1.21e+05],4.32e+04 [3.04e+04-8.49e+04],1.04e+04 [8.33e+03-1.36e+04],2.38e+03 [1.89e+03-2.53e+03],8.6e+03 [4.41e+03-2.61e+04]
q=2,twin,2.04e+05 [1.43e+05-2.66e+05],1.32e+04 [7.33e+03-1.9e+04],4.59e+03 [2.97e+03-8.56e+03],3.81e+03 [2.98e+03-5.91e+03],6.32e+03 [4.54e+03-1.18e+04],3.94e+03 [3.13e+03-6.3e+03]
q=4,physics,8.05e+04 [6.42e+04-1.08e+05],7.85e+04 [6.69e+04-1.14e+05],5.44e+04 [4.97e+04-8.31e+04],8.39e+03 [5.32e+03-9.66e+03],2.4e+03 [1.96e+03-2.56e+03],3.65e+03 [2.6e+03-5.2e+03]
q=4,twin,2.32e+05 [1.01e+05-3.52e+05],1.25e+04 [2.25e+03-2.86e+04],8.68e+03 [721-1.06e+04],4.54e+03 [910-1.06e+04],7.39e+03 [1.27e+03-1.14e+04],5.78e+03 [605-7.2e+03]
q=6,physics,1.06e+05 [7.2e+04-2.95e+05],1.09e+05 [6.29e+04-2.74e+05],7.88e+04 [4.74e+04-1.82e+05],8.67e+03 [5.66e+03-1.39e+04],2.25e+03 [1.82e+03-3.17e+03],731 [657-845]
q=6,twin,1.64e+05 [1.46e+05-2.98e+05],1.02e+04 [4.9e+03-5.78e+04],3.16e+03 [1.08e+03-5.11e+03],2.89e+03 [1.28e+03-3.81e+03],7.1e+03 [2.12e+03-1.01e+04],3.53e+03 [1.06e+03-4.16e+03]
q=8,physics,1.36e+05 [6.86e+04-2.02e+05],1.4e+05 [6.41e+04-2e+05],8.99e+04 [4.98e+04-1.34e+05],1.09e+04 [7.03e+03-1.27e+04],2.01e+03 [1.52e+03-3.12e+03],654 [471-836]
q=8,twin,1.84e+05 [9.04e+04-2.23e+05],1.16e+04 [1.93e+03-3.28e+04],5.14e+03 [1.22e+03-5.93e+03],5.21e+03 [1.52e+03-8.89e+03],6.17e+03 [1.62e+03-8.97e+03],5.49e+03 [1.12e+03-6.33e+03]
q=10,physics,1.51e+05 [7.63e+04-2.21e+05],1.51e+05 [7.59e+04-1.93e+05],9.65e+04 [5.78e+04-1.26e+05],8.98e+03 [7.41e+03-1.34e+04],2.16e+03 [1.69e+03-2.7e+03],659 [573-864]
q=10,twin,2.07e+05 [1.42e+05-3.84e+05],1.24e+04 [7.06e+03-2.9e+04],3.77e+03 [2.22e+03-6.86e+03],3.37e+03 [2.45e+03-5.6e+03],9.08e+03 [4.95e+03-1.17e+04],3.75e+03 [3.15e+03-5.62e+03]
q=12,physics,1.56e+05 [1.07e+05-2.13e+05],1.54e+05 [1.02e+05-2.17e+05],1.11e+05 [7.73e+04-1.54e+05],1.05e+04 [6.14e+03-1.67e+04],2.12e+03 [1.88e+03-2.61e+03],622 [540-749]
q=12,twin,2.8e+05 [9.9e+04-3.85e+05],1.83e+04 [9.59e+03-8.79e+04],5.61e+03 [1.08e+03-7.35e+03],4.58e+03 [1.11e+03-7.84e+03],6.05e+03 [1.86e+03-6.85e+03],4.24e+03 [721-7.72e+03]
q=14,physics,1.42e+05 [1.06e+05-1.97e+05],1.39e+05 [1.03e+05-2.3e+05],1.03e+05 [8.09e+04-1.65e+05],1.18e+04 [1.06e+04-1.85e+04],2.26e+03 [1.65e+03-3.29e+03],628 [488-759]
q=14,twin,1.69e+05 [8.18e+04-3.67e+05],1.29e+04 [8.31e+03-6.7e+04],4.13e+03 [3.25e+03-5.66e+03],3.74e+03 [2.2e+03-4.82e+03],8.85e+03 [7.16e+03-1.31e+04],3.98e+03 [3.14e+03-4.42e+03]
q=16,physics,1.17e+05 [1.01e+05-1.68e+05],1.09e+05 [9.62e+04-1.71e+05],8.44e+04 [7.43e+04-1.25e+05],9.61e+03 [6.61e+03-1.75e+04],2.1e+03 [1.18e+03-2.52e+03],641 [512-744]
q=16,twin,1.75e+05 [1.17e+05-3.38e+05],1.79e+04 [3.92e+03-3.83e+04],7e+03 [2.2e+03-1.19e+04],5.08e+03 [2.96e+03-1.09e+04],5.83e+03 [3.96e+03-1.15e+04],4.97e+03 [2.54e+03-8.27e+03]
q=18,physics,1.47e+05 [1.16e+05-2.24e+05],1.42e+05 [1.12e+05-2.11e+05],1e+05 [8.15e+04-1.42e+05],1.18e+04 [9.29e+03-1.64e+04],1.91e+03 [1.71e+03-2.27e+03],555 [448-690]
q=18,twin,1.58e+05 [8.67e+04-3.51e+05],2.5e+04 [5.3e+03-1.02e+05],2.77e+03 [833-4.89e+03],3.31e+03 [1.68e+03-5.48e+03],7.82e+03 [2.32e+03-1.09e+04],3.14e+03 [1.53e+03-4.38e+03]
q=20,physics,1.28e+05 [9.2e+04-1.6e+05],1.24e+05 [8.66e+04-1.57e+05],9.33e+04 [6.72e+04-1.13e+05],1.14e+04 [9.78e+03-1.49e+04],2.38e+03 [1.5e+03-2.55e+03],620 [547-677]
q=20,twin,1.76e+05 [9.5e+04-3.11e+05],1.97e+04 [1.09e+04-2.45e+04],6.81e+03 [3.06e+03-9.87e+03],4.96e+03 [3.15e+03-7.42e+03],6.89e+03 [5.67e+03-8.51e+03],5.62e+03 [2.35e+03-7.81e+03]
straight line,straight line,4.891e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05
material floor,material floor,1135,1114,1114,1114,1114,1114
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
