row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,1.41e-05 [8.99e-06-1.63e-05],0.00145 [0.000945-0.00169],0.145 [0.0936-0.176],13.8 [9.79-15],481 [457-547],9.86e+03 [9.76e+03-9.99e+03]
q=2,twin,1.19e-06 [9.08e-07-1.19e-06],0.000122 [9.83e-05-0.000126],0.0135 [0.0121-0.0138],2.36 [1.92-2.56],370 [323-439],3.46e+03 [3.36e+03-3.68e+03]
q=4,physics,1.06e-05 [1.02e-05-1.89e-05],0.00113 [0.00106-0.002],0.12 [0.114-0.2],13.8 [12.4-18.3],480 [479-484],3.86e+03 [3.81e+03-3.88e+03]
q=4,twin,1.03e-06 [9.14e-07-1.13e-06],0.000102 [9.73e-05-0.000134],0.0126 [0.0124-0.0146],2.06 [2.01-2.67],402 [327-418],3.32e+03 [3.04e+03-3.78e+03]
q=6,physics,1.02e-05 [1.01e-05-1.14e-05],0.00109 [0.000999-0.00122],0.107 [0.104-0.135],11.4 [10-12.7],478 [432-563],968 [908-1.1e+03]
q=6,twin,1.09e-06 [9.87e-07-1.27e-06],0.000104 [0.000102-0.000131],0.0142 [0.012-0.0147],2.31 [1.83-2.61],372 [372-386],3.55e+03 [3.15e+03-3.9e+03]
q=8,physics,1.19e-05 [7.79e-06-1.31e-05],0.00125 [0.000823-0.00142],0.128 [0.086-0.146],12.5 [8.49-15.4],479 [461-499],920 [914-1.12e+03]
q=8,twin,1.09e-06 [1.09e-06-1.34e-06],0.000118 [0.000111-0.000133],0.0137 [0.0128-0.0173],2.4 [2.37-3.28],395 [362-416],3.54e+03 [3.34e+03-4.25e+03]
q=10,physics,1.24e-05 [1.11e-05-2.36e-05],0.00132 [0.00112-0.0024],0.131 [0.113-0.245],13.8 [11-18.4],448 [440-498],869 [846-898]
q=10,twin,1.22e-06 [1.02e-06-1.38e-06],0.00013 [0.00011-0.000157],0.0138 [0.0122-0.0197],2.55 [2.14-3.52],402 [395-461],4.16e+03 [3.95e+03-4.48e+03]
q=12,physics,1.09e-05 [8.69e-06-1.1e-05],0.00111 [0.000919-0.00114],0.114 [0.0945-0.118],11.5 [9.86-11.7],479 [459-482],903 [873-912]
q=12,twin,1.49e-06 [1.38e-06-1.99e-06],0.000157 [0.000145-0.000202],0.0172 [0.016-0.0221],3.11 [2.56-4.14],445 [366-541],4.43e+03 [3.67e+03-5.71e+03]
q=14,physics,1.17e-05 [1.01e-05-1.8e-05],0.00114 [0.00098-0.00194],0.121 [0.0994-0.192],14.3 [11.7-19.2],480 [472-532],932 [896-1.09e+03]
q=14,twin,1.24e-06 [1.19e-06-1.33e-06],0.000138 [0.000123-0.00014],0.0157 [0.0138-0.0172],2.52 [1.87-2.58],393 [376-470],4.18e+03 [4.02e+03-5.35e+03]
q=16,physics,1.34e-05 [1.3e-05-1.4e-05],0.00139 [0.00138-0.00145],0.141 [0.14-0.143],15.9 [13.5-17.6],476 [433-494],848 [840-940]
q=16,twin,1.54e-06 [1.1e-06-1.57e-06],0.000175 [0.000115-0.000177],0.0183 [0.0133-0.0222],2.73 [2.5-3.49],441 [359-449],4.86e+03 [3.06e+03-5.49e+03]
q=18,physics,1.14e-05 [7.11e-06-1.44e-05],0.0012 [0.000707-0.00153],0.119 [0.0743-0.159],14.4 [9.28-17.1],454 [428-501],915 [870-916]
q=18,twin,1.38e-06 [1.12e-06-1.72e-06],0.000149 [0.000123-0.000181],0.018 [0.0136-0.0221],2.23 [2.19-2.51],448 [386-448],5.15e+03 [4.45e+03-5.62e+03]
q=20,physics,1.28e-05 [9.93e-06-1.86e-05],0.00131 [0.00105-0.00189],0.131 [0.112-0.196],16.3 [13.2-18.6],461 [403-551],936 [751-981]
q=20,twin,1.49e-06 [1.45e-06-2.01e-06],0.00016 [0.000152-0.000216],0.0196 [0.0182-0.0249],3.11 [2.22-3.74],444 [403-489],4.67e+03 [4.3e+03-5.69e+03]
straight line,straight line,0.0001306,0.0139,1.415,141.1,1.599e+04,4.561e+05
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
