row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.13e+05 [3.36e+05-4.27e+05],4.08e+05 [3.5e+05-4.21e+05],3.41e+05 [2.91e+05-3.57e+05],1.75e+04 [1.24e+04-2.61e+04],3.19e+03 [2.92e+03-3.94e+03],1.06e+04 [5.2e+03-2.65e+04]
q=2,twin,1.67e+05 [9.79e+04-3.16e+05],2.71e+04 [1.11e+04-4.62e+04],1.02e+04 [7.65e+03-1.34e+04],7.74e+03 [5.04e+03-1.07e+04],8.81e+03 [7.61e+03-1.4e+04],7.18e+03 [6.26e+03-1.15e+04]
q=4,physics,4.17e+05 [3.31e+05-5.55e+05],4.01e+05 [3.11e+05-5.51e+05],3.42e+05 [2.45e+05-4.64e+05],2.66e+04 [1.49e+04-2.94e+04],3.47e+03 [2.8e+03-4.29e+03],3.75e+03 [2.89e+03-5.34e+03]
q=4,twin,9.89e+04 [6.09e+04-1.42e+05],2.63e+04 [1.45e+04-4.87e+04],8.31e+03 [7.05e+03-1.1e+04],7.67e+03 [6.73e+03-1.09e+04],1.03e+04 [7.18e+03-1.34e+04],7.06e+03 [5.99e+03-9.6e+03]
q=6,physics,4.01e+05 [3.42e+05-4.87e+05],4.02e+05 [3.45e+05-4.67e+05],3.4e+05 [2.87e+05-4.01e+05],1.5e+04 [1.05e+04-2.87e+04],3.31e+03 [2.42e+03-4.64e+03],1.07e+03 [941-1.34e+03]
q=6,twin,1.17e+05 [8.78e+04-1.82e+05],1.99e+04 [1.24e+04-3.54e+04],7.96e+03 [4.91e+03-1.3e+04],7.74e+03 [5.3e+03-8.8e+03],8.85e+03 [5.48e+03-1.11e+04],7.6e+03 [6.42e+03-1.22e+04]
q=8,physics,4.12e+05 [3.04e+05-5.21e+05],3.66e+05 [3.08e+05-5.18e+05],3.09e+05 [2.49e+05-4.35e+05],2.04e+04 [1.29e+04-2.24e+04],3.67e+03 [3.08e+03-4.47e+03],1.02e+03 [858-1.11e+03]
q=8,twin,1.69e+05 [9.72e+04-2.12e+05],4.37e+04 [1.36e+04-8.33e+04],8.47e+03 [4.79e+03-1.83e+04],6.37e+03 [4.85e+03-1.64e+04],8.72e+03 [5.95e+03-1.1e+04],8.52e+03 [6.66e+03-1.12e+04]
q=10,physics,3.57e+05 [3.16e+05-4.34e+05],3.45e+05 [3.2e+05-4.35e+05],2.93e+05 [2.72e+05-3.66e+05],2.36e+04 [1.33e+04-4.92e+04],4.07e+03 [3.48e+03-5.1e+03],984 [834-1.09e+03]
q=10,twin,1.65e+05 [9.85e+04-2.08e+05],1.62e+04 [7.89e+03-7.08e+04],9.39e+03 [7.01e+03-1.35e+04],9.56e+03 [4.59e+03-1.26e+04],8.37e+03 [6.46e+03-1.15e+04],9.51e+03 [8.46e+03-1.18e+04]
q=12,physics,4.37e+05 [3.66e+05-4.59e+05],4.36e+05 [3.53e+05-4.65e+05],3.77e+05 [2.93e+05-3.87e+05],1.74e+04 [1.24e+04-2.78e+04],3.63e+03 [2.95e+03-4.95e+03],984 [685-1.12e+03]
q=12,twin,1.28e+05 [6.22e+04-3.18e+05],9.02e+03 [7.3e+03-3.05e+04],8.74e+03 [4.7e+03-1.71e+04],8.31e+03 [4.53e+03-9.51e+03],8.9e+03 [7.08e+03-9.39e+03],1.04e+04 [6.14e+03-1.55e+04]
q=14,physics,4.13e+05 [4.03e+05-4.5e+05],4.1e+05 [4.02e+05-4.25e+05],3.5e+05 [3.4e+05-3.74e+05],3.72e+04 [2.53e+04-4.78e+04],4.21e+03 [2.97e+03-6.27e+03],1.04e+03 [884-1.34e+03]
