row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.93e-05 [2.7e-05-3.39e-05],0.00298 [0.00287-0.00355],0.324 [0.301-0.376],33.7 [19.9-49.2],550 [532-723],9.83e+03 [9.77e+03-1.03e+04]
q=2,twin,3.95e-06 [2.64e-06-3.98e-06],0.00039 [0.000352-0.000418],0.0366 [0.0335-0.0388],3.55 [3.41-4.11],1.01e+03 [1e+03-1.04e+03],8.62e+03 [8.11e+03-9.14e+03]
q=4,physics,1.46e-05 [1.25e-05-1.47e-05],0.00142 [0.00129-0.00159],0.148 [0.137-0.151],14.3 [13.4-23],498 [493-588],3.82e+03 [3.52e+03-3.86e+03]
q=4,twin,4.26e-06 [3.34e-06-4.3e-06],0.000365 [0.000279-0.000379],0.0351 [0.0322-0.0453],3.66 [3.3-3.9],1.02e+03 [1e+03-1.02e+03],9.68e+03 [8.58e+03-1.06e+04]
q=6,physics,1.42e-05 [1.09e-05-1.49e-05],0.0014 [0.00104-0.00161],0.163 [0.112-0.165],21 [17.7-23.4],631 [618-638],1.58e+03 [1.38e+03-1.69e+03]
q=6,twin,3.8e-06 [3.29e-06-3.97e-06],0.000359 [0.000334-0.000388],0.0324 [0.0308-0.0423],3.87 [3.52-3.96],970 [916-1.03e+03],9.63e+03 [7.08e+03-1.06e+04]
q=8,physics,1.1e-05 [7.83e-06-1.27e-05],0.00118 [0.000808-0.00134],0.117 [0.0876-0.138],12.5 [11.8-13.8],713 [584-725],1.42e+03 [1.31e+03-1.54e+03]
q=8,twin,3.55e-06 [3.33e-06-3.61e-06],0.000374 [0.00036-0.000384],0.0331 [0.0313-0.035],3.74 [3.26-3.79],1.03e+03 [1.03e+03-1.05e+03],9.62e+03 [9.41e+03-1.08e+04]
q=10,physics,9.47e-06 [8.4e-06-3.29e-05],0.00101 [0.000844-0.0035],0.101 [0.0895-0.361],11.8 [10.3-21.5],638 [625-685],1.56e+03 [1.24e+03-1.56e+03]
q=10,twin,3.19e-06 [3.17e-06-3.4e-06],0.00031 [0.000306-0.000352],0.0347 [0.0324-0.0348],3.82 [3.73-4.14],1.03e+03 [1.02e+03-1.05e+03],9.61e+03 [9.26e+03-9.74e+03]
q=12,physics,5.75e-06 [4.51e-06-8.1e-06],0.00058 [0.000441-0.000857],0.0609 [0.0456-0.0895],8.81 [5.22-10.7],493 [487-706],1.68e+03 [1.23e+03-1.68e+03]
q=12,twin,2.98e-06 [2.62e-06-3.29e-06],0.000302 [0.000264-0.000312],0.0342 [0.0294-0.0346],3.68 [3.31-3.74],1.02e+03 [1.01e+03-1.03e+03],9e+03 [8.78e+03-9.46e+03]
q=14,physics,8.9e-06 [8.78e-06-9.92e-06],0.000887 [0.000865-0.00104],0.0946 [0.0882-0.102],11.5 [9.27-13.4],649 [616-667],1.41e+03 [1.38e+03-1.6e+03]
q=14,twin,3.72e-06 [3.13e-06-4.17e-06],0.00032 [0.00031-0.000404],0.0347 [0.0312-0.0394],3.79 [3.58-3.81],1.01e+03 [1e+03-1.03e+03],9.88e+03 [9.78e+03-1.09e+04]
q=16,physics,6.79e-06 [6.17e-06-1.14e-05],0.000735 [0.000578-0.00119],0.0722 [0.0613-0.118],9.07 [8.15-10.5],689 [616-761],1.61e+03 [1.54e+03-1.8e+03]
q=16,twin,3.35e-06 [3.31e-06-4.02e-06],0.000321 [0.000293-0.000392],0.0337 [0.0337-0.0416],3.87 [3.68-4.41],1.02e+03 [1.01e+03-1.05e+03],1e+04 [8.12e+03-1.33e+04]
q=18,physics,1.19e-05 [5.16e-06-1.23e-05],0.00118 [0.000511-0.00127],0.123 [0.0538-0.134],12.7 [7.61-13.6],802 [636-844],1.56e+03 [1.41e+03-1.73e+03]
q=18,twin,2.99e-06 [2.07e-06-3.19e-06],0.000297 [0.000222-0.000312],0.033 [0.0244-0.0343],3.7 [3.27-3.72],1.01e+03 [1.01e+03-1.02e+03],1.02e+04 [9.37e+03-1.05e+04]
q=20,physics,8.12e-06 [7.69e-06-9.79e-06],0.000852 [0.000783-0.000936],0.0878 [0.0763-0.0991],11 [9.61-11],798 [792-950],1.74e+03 [1.73e+03-1.88e+03]
q=20,twin,3.55e-06 [3.16e-06-4.31e-06],0.000308 [0.000292-0.000364],0.0354 [0.0353-0.0356],3.82 [3.79-3.9],1.03e+03 [1.01e+03-1.04e+03],9.72e+03 [9.16e+03-9.85e+03]
straight line,straight line,0.0001306,0.0139,1.415,141.1,1.599e+04,4.561e+05
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
