row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,1e+05 [6.57e+04-1.83e+05],9.41e+04 [6.47e+04-1.73e+05],6.38e+04 [4.94e+04-1.13e+05],1e+04 [7.23e+03-1.31e+04],2.49e+03 [1.9e+03-2.98e+03],1.03e+04 [5.12e+03-2.68e+04]
q=2,twin,1.55e+05 [8.33e+04-3.31e+05],7.35e+03 [4.68e+03-1.26e+04],4.43e+03 [3.78e+03-7.81e+03],6.13e+03 [4.14e+03-6.92e+03],9.42e+03 [8.09e+03-1.16e+04],6.03e+03 [4.17e+03-7.93e+03]
q=4,physics,1.45e+05 [8.64e+04-1.84e+05],1.39e+05 [8.02e+04-1.79e+05],8.91e+04 [5.76e+04-1.23e+05],1.09e+04 [8.97e+03-1.7e+04],2.59e+03 [2.24e+03-2.9e+03],3.74e+03 [2.7e+03-5.19e+03]
q=4,twin,1.69e+05 [1.38e+05-2.16e+05],5.36e+03 [1.57e+03-9.06e+03],5.35e+03 [1.82e+03-8.51e+03],4.93e+03 [1.96e+03-8.4e+03],9.91e+03 [2.34e+03-1.14e+04],4.96e+03 [1.8e+03-6.66e+03]
q=6,physics,1.52e+05 [1.19e+05-2.32e+05],1.59e+05 [1.19e+05-2.17e+05],1.21e+05 [9.43e+04-1.32e+05],1.22e+04 [7.73e+03-1.57e+04],2.5e+03 [2.18e+03-3.24e+03],788 [686-879]
q=6,twin,1.48e+05 [9.88e+04-4.04e+05],1.29e+04 [4.08e+03-1.75e+04],6.49e+03 [4.67e+03-8.89e+03],5.72e+03 [4.73e+03-1.04e+04],9.91e+03 [7.85e+03-1.26e+04],5.44e+03 [4.99e+03-7.01e+03]
q=8,physics,1.6e+05 [9.71e+04-3.06e+05],1.73e+05 [8.88e+04-2.81e+05],1.24e+05 [6.64e+04-1.95e+05],1.04e+04 [8.96e+03-1.26e+04],2.31e+03 [2.24e+03-3.23e+03],783 [661-862]
q=8,twin,1.03e+05 [3.16e+04-1.6e+05],5.89e+03 [3.28e+03-1.12e+04],6.06e+03 [4.42e+03-9.77e+03],6.01e+03 [3.71e+03-7.79e+03],1.05e+04 [8.65e+03-1.42e+04],5.08e+03 [4.24e+03-8.83e+03]
q=10,physics,2.86e+05 [1.66e+05-3.79e+05],2.69e+05 [1.57e+05-3.68e+05],1.63e+05 [1e+05-2.28e+05],8.56e+03 [7.62e+03-1.26e+04],2.65e+03 [1.89e+03-3.29e+03],694 [595-831]
q=10,twin,1.22e+05 [6.65e+04-1.56e+05],1.21e+04 [9.58e+03-1.98e+04],6.4e+03 [4.74e+03-1.22e+04],7.22e+03 [5.16e+03-1.16e+04],1.05e+04 [8.08e+03-1.48e+04],7.65e+03 [4.24e+03-8.83e+03]
