row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,3.81e+05 [2.91e+05-4.35e+05],3.78e+05 [3.12e+05-4.27e+05],3.45e+05 [2.81e+05-3.91e+05],5.58e+04 [4.68e+04-8.77e+04],5.15e+03 [4.81e+03-6.92e+03],1.1e+04 [4.77e+03-2.73e+04]
q=2,twin,4.35e+05 [2.45e+05-6.97e+05],3.13e+05 [1.74e+05-4.85e+05],7.93e+04 [7.32e+04-1.01e+05],7.33e+04 [5.51e+04-8.03e+04],2.89e+04 [2.17e+04-3.47e+04],2.98e+03 [2.63e+03-3.12e+03]
q=4,physics,3.78e+05 [3.46e+05-4.43e+05],3.67e+05 [3.41e+05-4.18e+05],3.33e+05 [3.08e+05-3.79e+05],5.65e+04 [4.15e+04-6.9e+04],5.25e+03 [4.23e+03-6.35e+03],3.41e+03 [2.59e+03-4.35e+03]
q=4,twin,3.64e+05 [3.38e+05-5.49e+05],2.87e+05 [1.99e+05-5.1e+05],8.09e+04 [4.31e+04-1.08e+05],5.85e+04 [3.76e+04-1.22e+05],2.21e+04 [1.45e+04-3.42e+04],2.78e+03 [2.55e+03-2.92e+03]
q=6,physics,4.02e+05 [3.53e+05-4.51e+05],3.98e+05 [3.55e+05-4.3e+05],3.57e+05 [3.21e+05-3.93e+05],5.47e+04 [2.64e+04-7.23e+04],4.85e+03 [3.8e+03-5.37e+03],2.3e+03 [1.91e+03-2.96e+03]
q=6,twin,3.75e+05 [2.51e+05-6.41e+05],2.45e+05 [1.15e+05-3.44e+05],4.16e+04 [3.55e+04-9.14e+04],3.4e+04 [2.61e+04-7.06e+04],1.27e+04 [8.72e+03-1.82e+04],2.92e+03 [2.4e+03-3.21e+03]
q=8,physics,3.67e+05 [3.51e+05-4.17e+05],3.62e+05 [3.55e+05-3.86e+05],3.22e+05 [3.15e+05-3.48e+05],5.4e+04 [2.46e+04-7.38e+04],4.83e+03 [4.39e+03-7.78e+03],2.23e+03 [1.96e+03-2.68e+03]
q=8,twin,4.07e+05 [2.01e+05-5.75e+05],2.28e+05 [1.48e+05-2.97e+05],5.49e+04 [5.17e+04-7.57e+04],3.85e+04 [2.37e+04-6.53e+04],1.05e+04 [6.93e+03-2.31e+04],2.59e+03 [2.5e+03-2.94e+03]
q=10,physics,3.86e+05 [2.79e+05-4.65e+05],3.86e+05 [2.85e+05-4.47e+05],3.43e+05 [2.52e+05-4.05e+05],4.98e+04 [2.73e+04-6.64e+04],4.81e+03 [3.91e+03-5.86e+03],2.19e+03 [1.89e+03-2.56e+03]
q=10,twin,2.77e+05 [1.88e+05-5.28e+05],1.7e+05 [1.38e+05-3.6e+05],1.68e+04 [1.44e+04-6.44e+04],2.72e+04 [2.09e+04-3.3e+04],8.74e+03 [7.43e+03-9.71e+03],2.8e+03 [2.43e+03-3.08e+03]
q=12,physics,3.91e+05 [3.34e+05-4.25e+05],3.77e+05 [3.49e+05-4.13e+05],3.34e+05 [3.1e+05-3.77e+05],5.35e+04 [2.3e+04-6.05e+04],4.71e+03 [3.79e+03-5.52e+03],2.26e+03 [1.93e+03-2.9e+03]
q=12,twin,2.57e+05 [2.09e+05-3.81e+05],1.97e+05 [8.85e+04-2.65e+05],5.08e+04 [2.12e+04-7.52e+04],3.01e+04 [2.23e+04-4.16e+04],8.46e+03 [6.75e+03-1.07e+04],2.82e+03 [2.38e+03-2.9e+03]
q=14,physics,4e+05 [3.46e+05-4.46e+05],3.94e+05 [3.47e+05-4.31e+05],3.5e+05 [3.1e+05-3.86e+05],4.91e+04 [4.1e+04-6.19e+04],4.66e+03 [4.11e+03-7.59e+03],2.3e+03 [1.87e+03-2.78e+03]
q=14,twin,2.69e+05 [1.98e+05-3.45e+05],1.76e+05 [1.11e+05-3.16e+05],2.92e+04 [1.71e+04-4.75e+04],3.24e+04 [1.65e+04-4.83e+04],9.67e+03 [6.61e+03-1.3e+04],2.85e+03 [2.5e+03-3.1e+03]
q=16,physics,3.89e+05 [3.29e+05-4.7e+05],3.83e+05 [3.26e+05-4.63e+05],3.47e+05 [2.9e+05-4.12e+05],4.23e+04 [2.76e+04-5.47e+04],4.57e+03 [4e+03-6.24e+03],2.33e+03 [1.89e+03-2.68e+03]
q=16,twin,3.77e+05 [2.88e+05-4.74e+05],2.14e+05 [1.59e+05-3.68e+05],3.38e+04 [1.25e+04-8.43e+04],3.31e+04 [1.56e+04-3.84e+04],9.6e+03 [6.51e+03-1.19e+04],2.97e+03 [2.43e+03-3.06e+03]
q=18,physics,3.99e+05 [3.56e+05-4.58e+05],3.92e+05 [3.56e+05-4.41e+05],3.56e+05 [3.14e+05-3.94e+05],5.29e+04 [2.47e+04-6.62e+04],5.35e+03 [4.03e+03-5.79e+03],2.31e+03 [1.85e+03-2.74e+03]
q=18,twin,3.93e+05 [2.91e+05-6.74e+05],2.92e+05 [1.44e+05-4.68e+05],3.01e+04 [1.52e+04-1.09e+05],2.35e+04 [1.08e+04-3.23e+04],5.62e+03 [5.3e+03-6.72e+03],2.87e+03 [2.55e+03-3.3e+03]
q=20,physics,4.44e+05 [3.01e+05-5.01e+05],4.42e+05 [3.07e+05-4.81e+05],4e+05 [2.68e+05-4.29e+05],4.69e+04 [4.08e+04-6.11e+04],4.87e+03 [3.44e+03-5.39e+03],2.35e+03 [1.94e+03-2.8e+03]
q=20,twin,3.97e+05 [2.33e+05-6.23e+05],2.65e+05 [1.14e+05-5.05e+05],2.08e+04 [1.4e+04-5.53e+04],2.31e+04 [1.18e+04-2.85e+04],7.53e+03 [7.05e+03-1.42e+04],2.93e+03 [2.45e+03-3.2e+03]
single step (grid C4) q=2,"physics, single step",,,,,,1e+04 [9.94e+03-1.02e+04]
single step (grid C4) q=2,"twin, single step",,,,,,1.9e+03 [1.79e+03-1.9e+03]
single step (grid C4) q=4,"physics, single step",,,,,,4.05e+03 [3.86e+03-4.13e+03]
single step (grid C4) q=4,"twin, single step",,,,,,1.46e+03 [1.46e+03-1.98e+03]
single step (grid C4) q=6,"physics, single step",,,,,,1.1e+03 [1.04e+03-1.11e+03]
single step (grid C4) q=6,"twin, single step",,,,,,1.74e+03 [1.47e+03-1.95e+03]
single step (grid C4) q=8,"physics, single step",,,,,,947 [935-1.02e+03]
single step (grid C4) q=8,"twin, single step",,,,,,1.46e+03 [1.35e+03-1.84e+03]
single step (grid C4) q=10,"physics, single step",,,,,,998 [984-1.03e+03]
single step (grid C4) q=10,"twin, single step",,,,,,1.75e+03 [1.47e+03-1.97e+03]
single step (grid C4) q=12,"physics, single step",,,,,,988 [960-1.23e+03]
single step (grid C4) q=12,"twin, single step",,,,,,1.64e+03 [1.6e+03-1.69e+03]
single step (grid C4) q=14,"physics, single step",,,,,,983 [935-1.05e+03]
single step (grid C4) q=14,"twin, single step",,,,,,1.75e+03 [1.51e+03-2.03e+03]
single step (grid C4) q=16,"physics, single step",,,,,,1.1e+03 [1.01e+03-1.28e+03]
single step (grid C4) q=16,"twin, single step",,,,,,1.78e+03 [1.67e+03-1.87e+03]
