row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.51e+05 [8.38e+04-4.96e+05],4e+05 [8.2e+04-5e+05],2.48e+05 [5.22e+04-3.25e+05],9.13e+03 [5.71e+03-1.43e+04],2.11e+03 [1.74e+03-2.41e+03],8.49e+03 [4.44e+03-2.72e+04]
q=2,twin,2.41e+04 [9.47e+03-4.4e+04],7.3e+03 [3.8e+03-7.91e+03],5.98e+03 [3.78e+03-8.25e+03],7.21e+03 [3.67e+03-8.13e+03],8.16e+03 [7.36e+03-1.31e+04],6.29e+03 [4.86e+03-1.11e+04]
q=4,physics,2.84e+05 [2.6e+05-6.56e+05],2.88e+05 [2.65e+05-6.54e+05],2.03e+05 [1.63e+05-5.77e+05],1.01e+04 [4.94e+03-1.32e+04],2.46e+03 [1.39e+03-2.9e+03],3.85e+03 [2.21e+03-5.39e+03]
q=4,twin,1.28e+04 [6.47e+03-1.65e+04],7.59e+03 [6.23e+03-1.03e+04],7.1e+03 [3.82e+03-1.15e+04],7.65e+03 [6e+03-9.79e+03],7.73e+03 [4.08e+03-1.12e+04],7.66e+03 [4.56e+03-8.84e+03]
q=6,physics,3.1e+05 [1.64e+05-7.16e+05],2.85e+05 [1.37e+05-6.7e+05],1.95e+05 [8.18e+04-4.12e+05],8.28e+03 [4.7e+03-1.46e+04],2.34e+03 [1.84e+03-3.08e+03],769 [620-856]
q=6,twin,1.55e+04 [1.25e+04-1.78e+04],6.51e+03 [4.25e+03-7.6e+03],6.98e+03 [4.17e+03-8.9e+03],7.73e+03 [4.14e+03-8.52e+03],7.53e+03 [5.05e+03-8.78e+03],7.89e+03 [5.3e+03-1.13e+04]
q=8,physics,2.68e+05 [1.39e+05-3.07e+05],2.42e+05 [1.35e+05-2.95e+05],1.56e+05 [9.82e+04-1.77e+05],9.07e+03 [6.95e+03-9.24e+03],2.23e+03 [1.67e+03-2.98e+03],695 [558-787]
q=8,twin,1.58e+04 [4.82e+03-2.44e+04],4.12e+03 [2.42e+03-7.36e+03],6.78e+03 [2.24e+03-8.95e+03],7.31e+03 [2.21e+03-8.61e+03],7.95e+03 [7.21e+03-1.36e+04],7.31e+03 [3.28e+03-1.07e+04]
q=10,physics,1.76e+05 [1.36e+05-2.35e+05],1.69e+05 [1.25e+05-2.27e+05],1.1e+05 [8.33e+04-1.35e+05],1.2e+04 [9.6e+03-1.51e+04],2.44e+03 [1.26e+03-3.12e+03],724 [545-827]
q=10,twin,1.62e+04 [1.05e+04-3.06e+04],9.08e+03 [5.63e+03-1.1e+04],7.22e+03 [5.62e+03-8.57e+03],6.99e+03 [6.17e+03-8.61e+03],7.77e+03 [6.64e+03-8.29e+03],9.42e+03 [6.04e+03-1.05e+04]
q=12,physics,2.34e+05 [1.44e+05-4.34e+05],2.41e+05 [1.41e+05-4.17e+05],1.67e+05 [1.11e+05-3.15e+05],1.12e+04 [6.92e+03-1.58e+04],1.98e+03 [1.48e+03-2.65e+03],811 [551-961]
q=12,twin,1.5e+04 [1.17e+04-2.53e+04],8.08e+03 [6.58e+03-1.56e+04],6.79e+03 [4.28e+03-9.35e+03],7.4e+03 [6.86e+03-9.66e+03],9.12e+03 [7.29e+03-1.15e+04],7.38e+03 [5.15e+03-1.11e+04]
