row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,5.14e+03 [3.96e+03-7.81e+03],5e+03 [4.05e+03-7.86e+03],4.4e+03 [3.86e+03-7.51e+03],3.79e+03 [2.8e+03-6.27e+03],1.03e+03 [795-1.43e+03],708 [508-1.02e+03]
q=2,twin,1.57e+03 [1.16e+03-2.05e+03],706 [551-818],518 [465-567],634 [482-1.3e+03],878 [694-1.53e+03],477 [377-664]
q=4,physics,4.21e+03 [2.45e+03-5.59e+03],4.2e+03 [2.57e+03-5.38e+03],4.06e+03 [2.62e+03-5.52e+03],2.74e+03 [2.08e+03-3.25e+03],1.12e+03 [906-1.6e+03],337 [280-348]
q=4,twin,1.92e+03 [1.03e+03-2.8e+03],624 [471-1.12e+03],577 [530-1.04e+03],882 [738-1.56e+03],1.17e+03 [869-1.75e+03],751 [484-1.13e+03]
q=6,physics,4.42e+03 [2.77e+03-6.81e+03],4.56e+03 [2.59e+03-6.29e+03],4.15e+03 [2.37e+03-6.17e+03],3.74e+03 [1.63e+03-4.11e+03],1.11e+03 [972-1.34e+03],279 [235-333]
q=6,twin,1.47e+03 [888-2.59e+03],657 [435-1.08e+03],508 [412-770],767 [566-986],875 [499-1.27e+03],464 [422-747]
q=8,physics,5.72e+03 [2.02e+03-9.37e+03],5.81e+03 [1.87e+03-9.26e+03],5.73e+03 [1.92e+03-8.93e+03],3.14e+03 [2.06e+03-3.89e+03],1.07e+03 [914-1.18e+03],234 [183-254]
q=8,twin,1.73e+03 [1.29e+03-4.01e+03],942 [724-1.26e+03],646 [572-888],886 [562-1.09e+03],989 [591-1.3e+03],581 [493-714]
q=10,physics,5.37e+03 [2.61e+03-1.16e+04],5.21e+03 [2.52e+03-1.11e+04],5e+03 [2.43e+03-1.1e+04],3.32e+03 [2.14e+03-4.7e+03],982 [895-1.14e+03],282 [216-341]
q=10,twin,2.24e+03 [1.43e+03-3.05e+03],1.04e+03 [490-1.53e+03],781 [435-1.27e+03],906 [480-1.34e+03],1.18e+03 [993-2.29e+03],676 [433-1.43e+03]
q=12,physics,4.41e+03 [3.4e+03-5.13e+03],4.13e+03 [3.06e+03-4.98e+03],3.94e+03 [2.83e+03-4.7e+03],2.8e+03 [1.77e+03-3.48e+03],996 [947-1.35e+03],247 [202-319]
q=12,twin,1.74e+03 [1.28e+03-2.41e+03],778 [707-1.57e+03],674 [561-931],792 [542-1e+03],1.28e+03 [725-1.65e+03],593 [386-998]
q=14,physics,5.14e+03 [3.41e+03-8.69e+03],5.16e+03 [3e+03-8.89e+03],4.69e+03 [2.81e+03-8.5e+03],2.8e+03 [1.81e+03-4.25e+03],995 [761-1.35e+03],263 [212-301]
q=14,twin,2.15e+03 [1.79e+03-3.58e+03],1.02e+03 [570-1.34e+03],816 [442-983],841 [564-1.01e+03],921 [713-1.61e+03],686 [393-1.07e+03]
q=16,physics,5.39e+03 [3.43e+03-6.57e+03],4.89e+03 [3.85e+03-6.77e+03],4.92e+03 [4.01e+03-6.91e+03],3.27e+03 [2.69e+03-3.84e+03],1.09e+03 [767-1.23e+03],273 [244-294]
q=16,twin,2.56e+03 [1.23e+03-3.43e+03],1.22e+03 [837-2.58e+03],836 [544-1.23e+03],826 [705-1.1e+03],1.19e+03 [818-1.37e+03],622 [482-1.1e+03]
q=18,physics,4.17e+03 [2.07e+03-8.38e+03],3.91e+03 [2e+03-7.84e+03],4.17e+03 [2.05e+03-7.66e+03],3.81e+03 [1.91e+03-4.26e+03],923 [755-1.23e+03],258 [228-305]
q=18,twin,2.47e+03 [1.33e+03-5.68e+03],822 [636-1.01e+03],625 [524-757],782 [467-883],1.16e+03 [873-1.59e+03],647 [512-836]
q=20,physics,6.13e+03 [2.72e+03-7.97e+03],5.74e+03 [2.78e+03-7.36e+03],4.88e+03 [2.8e+03-6.91e+03],2.71e+03 [2.45e+03-5.08e+03],942 [835-1.13e+03],255 [214-272]
q=20,twin,2.81e+03 [2.46e+03-3.57e+03],983 [705-1.22e+03],696 [430-920],937 [657-1.18e+03],1.27e+03 [882-1.36e+03],586 [469-865]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
