row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,4.31e+05 [3.34e+05-4.53e+05],4.32e+05 [3.22e+05-4.64e+05],3.51e+05 [2.64e+05-3.75e+05],1.93e+04 [1.02e+04-2.76e+04],3.35e+03 [2.74e+03-4.26e+03],8.95e+03 [4.83e+03-2.64e+04]
q=2,twin,1.54e+04 [1.05e+04-5.09e+04],9.97e+03 [5.62e+03-1.43e+04],6.56e+03 [6.09e+03-8.36e+03],6.96e+03 [5.63e+03-8.87e+03],6.84e+03 [5.8e+03-8.56e+03],8.09e+03 [5.54e+03-1.15e+04]
q=4,physics,4.07e+05 [3.44e+05-5.48e+05],4e+05 [3.35e+05-5.31e+05],3.24e+05 [2.72e+05-4.29e+05],1.8e+04 [1.03e+04-2.42e+04],3.06e+03 [2.28e+03-3.68e+03],3.76e+03 [2.48e+03-5.41e+03]
q=4,twin,1.87e+04 [9.24e+03-3e+04],7.82e+03 [5.49e+03-9.08e+03],7.65e+03 [5.25e+03-8.5e+03],7.84e+03 [5.34e+03-8.55e+03],7.34e+03 [5.38e+03-8.64e+03],9.66e+03 [6.09e+03-1.18e+04]
q=6,physics,4.19e+05 [3.36e+05-4.88e+05],4.12e+05 [3.16e+05-4.72e+05],3.33e+05 [2.71e+05-4.01e+05],1.88e+04 [1.08e+04-3.4e+04],3.4e+03 [2.37e+03-5.12e+03],1.46e+03 [971-1.64e+03]
q=6,twin,1.99e+04 [1.01e+04-5.84e+04],8.85e+03 [7.11e+03-1.11e+04],7.85e+03 [6.65e+03-1.03e+04],7.1e+03 [6.5e+03-8.72e+03],7.43e+03 [6.47e+03-8.25e+03],8.33e+03 [5.68e+03-1.2e+04]
q=8,physics,4.16e+05 [3.7e+05-5.53e+05],4.11e+05 [3.27e+05-5.69e+05],3.55e+05 [2.64e+05-4.91e+05],3.84e+04 [2.63e+04-5.85e+04],4.34e+03 [3.54e+03-4.84e+03],1.21e+03 [1.12e+03-1.45e+03]
q=8,twin,1.6e+04 [1e+04-8.3e+04],7.82e+03 [6.35e+03-1.21e+04],7.35e+03 [4.65e+03-8.36e+03],7.7e+03 [5.39e+03-8.44e+03],7.06e+03 [5.96e+03-8.19e+03],9.29e+03 [6.25e+03-1.28e+04]
q=10,physics,3.25e+05 [2.82e+05-4.31e+05],3.21e+05 [2.83e+05-3.89e+05],2.81e+05 [2.54e+05-3.25e+05],5.17e+04 [3.08e+04-7.18e+04],4.61e+03 [3.31e+03-5.67e+03],1.36e+03 [1.08e+03-1.53e+03]
q=10,twin,1.62e+04 [1.27e+04-6.79e+04],9.33e+03 [5.52e+03-1.46e+04],7.49e+03 [5.81e+03-1.43e+04],1.36e+04 [6.03e+03-1.93e+04],8.05e+03 [5.92e+03-1.59e+04],9.01e+03 [5.79e+03-1.16e+04]
q=12,physics,2.9e+05 [2.25e+05-3.29e+05],2.87e+05 [2.26e+05-3.12e+05],2.38e+05 [1.99e+05-2.62e+05],4.41e+04 [1.07e+04-5.77e+04],5.34e+03 [2.92e+03-6.56e+03],1.48e+03 [898-1.69e+03]
q=12,twin,3.38e+04 [1.29e+04-3.95e+04],9.05e+03 [6.99e+03-1.4e+04],7.84e+03 [5.74e+03-1.03e+04],7.53e+03 [5.78e+03-2.37e+04],7.38e+03 [6.7e+03-1.39e+04],8.69e+03 [5.02e+03-1.11e+04]
q=14,physics,2.97e+05 [2.77e+05-4.63e+05],3.05e+05 [2.86e+05-4.83e+05],2.7e+05 [2.55e+05-3.85e+05],4.96e+04 [4.12e+04-6.5e+04],5.65e+03 [3.04e+03-7.13e+03],1.28e+03 [1.09e+03-1.44e+03]
q=14,twin,1.75e+04 [1.09e+04-2.19e+04],9.48e+03 [7.67e+03-1.11e+04],8.26e+03 [5.27e+03-9.95e+03],1.14e+04 [5.09e+03-1.29e+04],9.24e+03 [5.41e+03-1.14e+04],9.58e+03 [5.87e+03-1.16e+04]
q=16,physics,3.87e+05 [3.28e+05-4.29e+05],3.69e+05 [3.27e+05-4.59e+05],3.28e+05 [2.94e+05-4.12e+05],5.69e+04 [4.49e+04-7.13e+04],5.04e+03 [3.91e+03-7.98e+03],1.45e+03 [1.36e+03-1.79e+03]
q=16,twin,2.67e+04 [1.79e+04-3.79e+04],7.82e+03 [5.8e+03-1.33e+04],7.14e+03 [4.63e+03-1.21e+04],6.76e+03 [4.65e+03-1.11e+04],7.59e+03 [6.11e+03-1.07e+04],9.75e+03 [5.07e+03-1.77e+04]
q=18,physics,3.03e+05 [2.77e+05-3.38e+05],3.11e+05 [2.73e+05-3.36e+05],2.77e+05 [2.35e+05-3.14e+05],5.27e+04 [4.43e+04-7.82e+04],5.14e+03 [4.22e+03-6.86e+03],1.26e+03 [1.15e+03-1.81e+03]
q=18,twin,2.03e+04 [8.6e+03-2.83e+04],6.66e+03 [5.22e+03-8.43e+03],6.62e+03 [4.45e+03-8.41e+03],8.07e+03 [5.87e+03-1.63e+04],7.04e+03 [5.4e+03-8.53e+03],9.82e+03 [6.77e+03-1.16e+04]
q=20,physics,3.37e+05 [3.09e+05-3.6e+05],3.26e+05 [2.77e+05-3.46e+05],2.93e+05 [2.6e+05-3.14e+05],6.17e+04 [4.54e+04-7.95e+04],5.01e+03 [4.66e+03-6.28e+03],1.68e+03 [1.18e+03-1.95e+03]
q=20,twin,9.88e+03 [8.6e+03-2.18e+04],7.64e+03 [5.11e+03-8.92e+03],7.01e+03 [5.55e+03-7.89e+03],7.65e+03 [5.21e+03-8.05e+03],7.59e+03 [5.97e+03-7.96e+03],9.42e+03 [5.05e+03-1.15e+04]
straight line,straight line,4.891e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05
material floor,material floor,1135,1114,1114,1114,1114,1114
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
