row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,6.16e+03 [3.89e+03-7.83e+03],5.97e+03 [3.2e+03-7.4e+03],5.47e+03 [3.08e+03-6.87e+03],3.1e+03 [2.37e+03-4.67e+03],850 [750-1.01e+03],679 [603-812]
q=2,twin,2.4e+03 [1.84e+03-3.92e+03],1.96e+03 [1.47e+03-2.91e+03],2.15e+03 [1.45e+03-2.75e+03],2.07e+03 [1.27e+03-2.53e+03],2.26e+03 [1.36e+03-3.2e+03],1.81e+03 [1.2e+03-2.45e+03]
q=4,physics,6.15e+03 [2.8e+03-9.63e+03],6.17e+03 [2.69e+03-1.12e+04],6.29e+03 [2.46e+03-1.14e+04],3.03e+03 [2e+03-3.42e+03],765 [552-1.03e+03],281 [245-356]
q=4,twin,3.5e+03 [1.68e+03-4.75e+03],1.67e+03 [905-2.55e+03],2.04e+03 [907-3.3e+03],1.78e+03 [1.09e+03-2.3e+03],1.64e+03 [826-2.47e+03],1.59e+03 [1.11e+03-2.41e+03]
q=6,physics,5.8e+03 [3.56e+03-9.65e+03],5.93e+03 [3.55e+03-1.05e+04],5.29e+03 [3.41e+03-9.83e+03],2.62e+03 [1.9e+03-3.55e+03],843 [728-1.01e+03],218 [180-276]
q=6,twin,2.38e+03 [2.1e+03-3.1e+03],1.93e+03 [1.33e+03-2.14e+03],2.17e+03 [1.35e+03-2.47e+03],1.81e+03 [1.31e+03-2.21e+03],1.62e+03 [1.02e+03-2.41e+03],1.89e+03 [1.14e+03-2.74e+03]
q=8,physics,6.96e+03 [3.65e+03-1.21e+04],7e+03 [3.79e+03-1.14e+04],5.95e+03 [3.86e+03-1.23e+04],3.24e+03 [2.18e+03-4.67e+03],920 [749-1.03e+03],223 [193-261]
q=8,twin,2.14e+03 [1.57e+03-3.53e+03],1.48e+03 [951-3.02e+03],1.72e+03 [1.05e+03-2.69e+03],1.7e+03 [1.04e+03-2.56e+03],1.61e+03 [1.17e+03-2.35e+03],2.02e+03 [1.52e+03-2.64e+03]
q=10,physics,6.28e+03 [3.09e+03-1.66e+04],5.77e+03 [2.86e+03-1.69e+04],5.39e+03 [2.78e+03-1.6e+04],2.25e+03 [1.65e+03-4.5e+03],790 [592-1.04e+03],205 [180-238]
q=10,twin,2.51e+03 [1.75e+03-3.42e+03],2.12e+03 [1.03e+03-2.85e+03],1.73e+03 [1.09e+03-2.63e+03],1.71e+03 [1.1e+03-2.79e+03],1.58e+03 [1.14e+03-2.62e+03],1.79e+03 [1.1e+03-2.56e+03]
q=12,physics,4.52e+03 [3.05e+03-6.28e+03],4.13e+03 [2.88e+03-5.8e+03],4.46e+03 [2.86e+03-5.27e+03],2.46e+03 [2.11e+03-2.89e+03],971 [622-1.05e+03],193 [152-227]
q=12,twin,2.99e+03 [1.85e+03-3.76e+03],2.26e+03 [1.41e+03-2.64e+03],2.2e+03 [1.5e+03-2.51e+03],2.06e+03 [1.04e+03-2.3e+03],1.75e+03 [1.02e+03-2.35e+03],2.11e+03 [1.45e+03-3.15e+03]
q=14,physics,6.62e+03 [3.32e+03-1.05e+04],6.77e+03 [3.3e+03-1.11e+04],7.22e+03 [3.4e+03-1.18e+04],3.02e+03 [1.87e+03-3.64e+03],865 [767-1.13e+03],199 [159-248]
q=14,twin,2.86e+03 [1.9e+03-3.5e+03],1.84e+03 [1.34e+03-2.87e+03],1.83e+03 [1.45e+03-3.21e+03],1.83e+03 [1.1e+03-2.59e+03],1.8e+03 [1.23e+03-2.56e+03],2.59e+03 [1.22e+03-3.05e+03]
q=16,physics,3.54e+03 [2.83e+03-6.25e+03],3.71e+03 [2.64e+03-6.16e+03],3.66e+03 [2.39e+03-5.75e+03],2.54e+03 [2.2e+03-3.71e+03],849 [739-971],197 [161-217]
q=16,twin,3.38e+03 [1.86e+03-4.27e+03],2.05e+03 [1.29e+03-2.65e+03],2.17e+03 [1.14e+03-2.47e+03],1.82e+03 [1.04e+03-2.5e+03],2.26e+03 [1.42e+03-2.67e+03],1.87e+03 [1e+03-2.88e+03]
q=18,physics,5.68e+03 [3.09e+03-1.05e+04],5.6e+03 [3.21e+03-1.06e+04],5.01e+03 [2.56e+03-1e+04],2.58e+03 [2.17e+03-2.93e+03],832 [608-1.11e+03],195 [175-247]
q=18,twin,2.91e+03 [1.75e+03-4.09e+03],2.09e+03 [1.04e+03-3.51e+03],2.51e+03 [1.42e+03-3.16e+03],2.12e+03 [1.24e+03-2.49e+03],1.84e+03 [1.31e+03-2.3e+03],1.91e+03 [1.08e+03-2.79e+03]
q=20,physics,5.31e+03 [2.41e+03-8.96e+03],5.3e+03 [2.28e+03-8.64e+03],4.58e+03 [2.45e+03-8.55e+03],2.32e+03 [1.89e+03-7.27e+03],729 [585-1.14e+03],190 [148-228]
q=20,twin,2.61e+03 [1.61e+03-4.39e+03],2.21e+03 [1.5e+03-3e+03],2.17e+03 [1.6e+03-3.54e+03],2.04e+03 [1.19e+03-2.48e+03],1.48e+03 [991-2.33e+03],1.99e+03 [1.58e+03-2.98e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
