row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,7.16e+03 [2.57e+03-7.56e+03],6.91e+03 [2.35e+03-7.61e+03],6.44e+03 [2.67e+03-7.41e+03],2.54e+03 [1.62e+03-3.52e+03],779 [645-1.15e+03],745 [598-852]
q=2,twin,2.14e+03 [1.67e+03-3.43e+03],1.45e+03 [1.35e+03-2.58e+03],1.46e+03 [760-2.48e+03],1.62e+03 [821-2.82e+03],1.77e+03 [1.31e+03-2.58e+03],2.03e+03 [1.33e+03-2.63e+03]
q=4,physics,7.03e+03 [4.3e+03-1.96e+04],7.4e+03 [5.07e+03-1.88e+04],6.65e+03 [4.26e+03-1.7e+04],3.54e+03 [2.12e+03-4.17e+03],864 [621-1.11e+03],262 [229-356]
q=4,twin,1.96e+03 [1.67e+03-3.13e+03],2.12e+03 [1.34e+03-3.55e+03],1.97e+03 [1.23e+03-3.2e+03],2.32e+03 [1.16e+03-3.45e+03],1.68e+03 [994-2.48e+03],1.61e+03 [1.11e+03-3.3e+03]
q=6,physics,7.1e+03 [4.35e+03-2.54e+04],6.94e+03 [4.8e+03-2.4e+04],6.33e+03 [4.47e+03-2.07e+04],3.23e+03 [2.03e+03-5.44e+03],700 [574-1e+03],212 [188-305]
q=6,twin,2.54e+03 [2.06e+03-3.31e+03],1.87e+03 [1.21e+03-2.58e+03],1.94e+03 [1.05e+03-2.56e+03],2.11e+03 [1.07e+03-2.48e+03],1.91e+03 [1.13e+03-2.62e+03],1.82e+03 [1.17e+03-2.59e+03]
q=8,physics,5.25e+03 [3.21e+03-1.21e+04],5.18e+03 [3.13e+03-1.13e+04],5.45e+03 [3.29e+03-9.43e+03],3.22e+03 [2.71e+03-4.7e+03],827 [631-1.06e+03],215 [184-265]
q=8,twin,2.67e+03 [2.15e+03-3.73e+03],2.21e+03 [1.42e+03-2.3e+03],1.63e+03 [1.19e+03-2.46e+03],1.77e+03 [1.3e+03-2.38e+03],1.62e+03 [1.09e+03-3.08e+03],2.57e+03 [1.14e+03-3.57e+03]
q=10,physics,9.35e+03 [4.31e+03-1.65e+04],9.1e+03 [3.78e+03-1.66e+04],9e+03 [3.71e+03-1.69e+04],2.49e+03 [2.31e+03-3.13e+03],927 [684-1.07e+03],240 [155-296]
q=10,twin,2.58e+03 [2.21e+03-2.98e+03],1.89e+03 [1.23e+03-2.38e+03],1.57e+03 [1.11e+03-2.38e+03],1.51e+03 [962-2.37e+03],1.54e+03 [988-2.37e+03],1.66e+03 [1.13e+03-2.31e+03]
q=12,physics,6.77e+03 [4.23e+03-1.23e+04],6.89e+03 [3.76e+03-1.28e+04],6.61e+03 [3.89e+03-1.13e+04],2.4e+03 [1.88e+03-4.16e+03],768 [552-878],215 [190-240]
q=12,twin,2.6e+03 [1.86e+03-3.83e+03],2.69e+03 [1.25e+03-3.47e+03],1.9e+03 [1.12e+03-2.58e+03],1.6e+03 [1.17e+03-2.42e+03],1.59e+03 [1.02e+03-2.62e+03],1.96e+03 [1.41e+03-2.67e+03]
q=14,physics,4.85e+03 [3.7e+03-1.72e+04],4.8e+03 [3.25e+03-1.57e+04],4.27e+03 [2.94e+03-1.54e+04],2.92e+03 [2.15e+03-3.86e+03],904 [732-1.3e+03],238 [185-293]
q=14,twin,2.76e+03 [1.97e+03-3.27e+03],2e+03 [1.18e+03-2.81e+03],1.65e+03 [1.19e+03-2.64e+03],1.71e+03 [1.17e+03-2.52e+03],1.5e+03 [1.01e+03-2.66e+03],1.73e+03 [1.2e+03-2.66e+03]
q=16,physics,6.46e+03 [5.52e+03-1.56e+04],6.91e+03 [4.84e+03-1.53e+04],6.04e+03 [4.82e+03-1.56e+04],2.22e+03 [1.68e+03-5e+03],822 [757-922],223 [193-240]
q=16,twin,2.33e+03 [1.75e+03-2.6e+03],2.08e+03 [1.32e+03-2.62e+03],1.67e+03 [1.06e+03-2.61e+03],1.83e+03 [1.17e+03-2.67e+03],1.57e+03 [996-2.27e+03],2.47e+03 [1.39e+03-3.24e+03]
q=18,physics,5.38e+03 [4.02e+03-1.09e+04],5.45e+03 [3.64e+03-1.16e+04],5.43e+03 [2.91e+03-1.21e+04],2.27e+03 [1.56e+03-2.99e+03],663 [558-732],195 [168-227]
q=18,twin,2.73e+03 [2.1e+03-3.84e+03],2.14e+03 [1.13e+03-2.53e+03],2.11e+03 [1.26e+03-2.68e+03],2.12e+03 [1.27e+03-2.69e+03],1.63e+03 [1.14e+03-2.78e+03],1.65e+03 [1.11e+03-3.56e+03]
q=20,physics,4.4e+03 [2.3e+03-8.69e+03],4.44e+03 [2.35e+03-9.16e+03],4.49e+03 [2.1e+03-9.88e+03],2.22e+03 [1.7e+03-4.29e+03],773 [539-956],220 [157-305]
q=20,twin,2.71e+03 [1.77e+03-3.48e+03],2.18e+03 [1.36e+03-2.7e+03],2.34e+03 [1.31e+03-2.72e+03],2.19e+03 [1.08e+03-2.4e+03],2.07e+03 [1.15e+03-2.64e+03],2.03e+03 [1.25e+03-2.21e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
