row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.88e+05 [2.27e+05-3.18e+05],2.75e+05 [2.2e+05-3.08e+05],1.98e+05 [1.72e+05-2.41e+05],9.09e+03 [7.57e+03-1.25e+04],2.95e+03 [1.95e+03-3.75e+03],8.64e+03 [4.18e+03-2.64e+04]
q=2,twin,1.79e+05 [1.01e+05-2.14e+05],1.34e+03 [939-1.1e+04],747 [505-826],1.01e+03 [670-1.57e+03],1.56e+03 [1.38e+03-2.11e+03],731 [706-1.08e+03]
q=4,physics,1.95e+05 [1.46e+05-3.31e+05],1.9e+05 [1.42e+05-3.18e+05],1.47e+05 [1.16e+05-2.38e+05],1.13e+04 [8.99e+03-2.23e+04],2.94e+03 [2.3e+03-3.52e+03],3.69e+03 [2.53e+03-5.16e+03]
q=4,twin,1.92e+05 [1.42e+05-2.66e+05],2.18e+03 [1.17e+03-3.83e+03],979 [645-1.36e+03],1.29e+03 [1.13e+03-1.49e+03],1.8e+03 [1.54e+03-2.52e+03],917 [691-1.31e+03]
q=6,physics,2.05e+05 [1.44e+05-2.61e+05],1.95e+05 [1.43e+05-2.5e+05],1.55e+05 [1.17e+05-1.95e+05],1.52e+04 [9.11e+03-1.93e+04],2.7e+03 [2.15e+03-3.44e+03],760 [604-887]
q=6,twin,1.74e+05 [1.38e+05-2.16e+05],2.29e+03 [1.49e+03-8.12e+03],893 [679-1.09e+03],1.29e+03 [951-1.6e+03],1.66e+03 [1.32e+03-2.16e+03],695 [532-1.12e+03]
q=8,physics,2.1e+05 [1.61e+05-2.61e+05],1.97e+05 [1.68e+05-2.41e+05],1.51e+05 [1.29e+05-1.75e+05],1.12e+04 [6.43e+03-1.66e+04],2.51e+03 [2.08e+03-2.96e+03],683 [610-796]
q=8,twin,1.71e+05 [7.59e+04-2.8e+05],3.97e+03 [2.05e+03-2.61e+04],1.09e+03 [1.03e+03-1.61e+03],1.36e+03 [912-2.24e+03],1.65e+03 [1.34e+03-2.14e+03],889 [715-1.14e+03]
q=10,physics,1.79e+05 [1.32e+05-1.97e+05],1.68e+05 [1.27e+05-1.94e+05],1.37e+05 [9.92e+04-1.62e+05],1.24e+04 [9.03e+03-2.1e+04],2.48e+03 [2e+03-2.7e+03],739 [498-830]
q=10,twin,1.87e+05 [1.43e+05-2.34e+05],6.7e+03 [1.12e+03-1.36e+04],1.45e+03 [781-1.69e+03],1.61e+03 [1.01e+03-1.94e+03],2.21e+03 [1.18e+03-2.46e+03],1.05e+03 [519-1.7e+03]
q=12,physics,1.72e+05 [1.19e+05-2.33e+05],1.7e+05 [1.17e+05-2.21e+05],1.42e+05 [9.52e+04-1.76e+05],1.27e+04 [9.36e+03-2.47e+04],2.38e+03 [2.04e+03-2.81e+03],714 [607-863]
q=12,twin,1.47e+05 [5.21e+04-2.42e+05],4.13e+03 [2.19e+03-1.15e+04],1.02e+03 [840-1.55e+03],1.15e+03 [1.07e+03-1.35e+03],2.09e+03 [1.58e+03-2.98e+03],888 [619-1.64e+03]
q=14,physics,1.91e+05 [1.39e+05-2.57e+05],1.86e+05 [1.35e+05-2.7e+05],1.53e+05 [1.1e+05-2.13e+05],1.51e+04 [1.19e+04-1.76e+04],2.6e+03 [1.94e+03-3.58e+03],752 [648-863]
q=14,twin,1.31e+05 [1.02e+05-2.23e+05],3.24e+03 [2.34e+03-2.2e+04],1.23e+03 [755-1.86e+03],1.41e+03 [1.01e+03-1.67e+03],1.82e+03 [1.49e+03-3.15e+03],1.17e+03 [764-1.33e+03]
q=16,physics,2.4e+05 [2.28e+05-2.63e+05],2.33e+05 [2.14e+05-2.79e+05],1.8e+05 [1.61e+05-2.19e+05],1.25e+04 [1.1e+04-1.82e+04],2.64e+03 [2.19e+03-3.03e+03],706 [591-942]
q=16,twin,1.5e+05 [1.13e+05-2.19e+05],4.11e+03 [2.56e+03-3.43e+04],1.24e+03 [701-2.61e+03],1.18e+03 [1.12e+03-1.68e+03],1.94e+03 [1.5e+03-2.82e+03],874 [703-1.15e+03]
q=18,physics,1.89e+05 [1.34e+05-2.17e+05],1.84e+05 [1.29e+05-2.25e+05],1.51e+05 [1.06e+05-1.78e+05],1.46e+04 [1.27e+04-2.29e+04],2.32e+03 [1.93e+03-4.41e+03],740 [606-837]
q=18,twin,1.79e+05 [1.2e+05-2.9e+05],2.93e+03 [1.5e+03-1.45e+04],1.27e+03 [1.11e+03-1.57e+03],1.44e+03 [1e+03-1.65e+03],2.12e+03 [1.55e+03-2.91e+03],1.06e+03 [760-1.41e+03]
q=20,physics,1.69e+05 [1.41e+05-2.06e+05],1.72e+05 [1.34e+05-1.95e+05],1.35e+05 [1.06e+05-1.59e+05],1.46e+04 [8.72e+03-2.03e+04],2.46e+03 [2.01e+03-3.38e+03],676 [597-910]
q=20,twin,1.66e+05 [1.36e+05-2.12e+05],3.44e+03 [2.16e+03-6.84e+03],1.23e+03 [1.13e+03-1.37e+03],1.58e+03 [1.2e+03-1.7e+03],2.06e+03 [1.65e+03-2.69e+03],1.01e+03 [694-1.17e+03]
straight line,straight line,4.891e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05,4.783e+05
material floor,material floor,1135,1114,1114,1114,1114,1114
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
