row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,6.57e+03 [4.83e+03-1.36e+04],5.99e+03 [4.63e+03-1.25e+04],5.64e+03 [4.7e+03-1.22e+04],2.71e+03 [2.25e+03-3.67e+03],862 [628-1.09e+03],734 [551-916]
q=2,twin,2.19e+03 [1.93e+03-4.34e+03],1.86e+03 [1.49e+03-2.54e+03],2.19e+03 [1.37e+03-2.75e+03],1.7e+03 [1.08e+03-2.52e+03],1.66e+03 [1.04e+03-3.13e+03],1.62e+03 [1.21e+03-2.42e+03]
q=4,physics,6.34e+03 [3.62e+03-9.6e+03],6.29e+03 [3.29e+03-1.05e+04],5.99e+03 [2.54e+03-9.66e+03],2.85e+03 [2.26e+03-5.01e+03],1.02e+03 [664-1.33e+03],321 [307-335]
q=4,twin,2.89e+03 [2.03e+03-4.38e+03],1.73e+03 [1.19e+03-2.65e+03],2.14e+03 [1.1e+03-2.79e+03],2.03e+03 [1.06e+03-2.46e+03],1.63e+03 [1.13e+03-2.46e+03],1.8e+03 [1.09e+03-2.72e+03]
q=6,physics,9.77e+03 [4.08e+03-1.25e+04],9.09e+03 [3.94e+03-1.32e+04],8.87e+03 [3.54e+03-1.56e+04],3.36e+03 [1.76e+03-5.21e+03],915 [877-1.09e+03],268 [190-337]
q=6,twin,3.35e+03 [2.25e+03-4.21e+03],2.39e+03 [1.44e+03-2.78e+03],2.07e+03 [1.17e+03-2.41e+03],1.92e+03 [1.13e+03-2.42e+03],1.71e+03 [1.03e+03-2.44e+03],2.53e+03 [1.08e+03-2.67e+03]
q=8,physics,9.27e+03 [5.85e+03-1.44e+04],9.93e+03 [5.49e+03-1.52e+04],8.2e+03 [4.3e+03-1.8e+04],3.07e+03 [1.86e+03-5.07e+03],931 [651-1.13e+03],260 [218-304]
q=8,twin,2.53e+03 [1.8e+03-3.58e+03],1.86e+03 [1.02e+03-2.64e+03],2.06e+03 [996-2.67e+03],1.64e+03 [994-2.77e+03],1.6e+03 [1.02e+03-2.64e+03],1.89e+03 [1.04e+03-4.47e+03]
q=10,physics,7.53e+03 [4.05e+03-1.49e+04],7.12e+03 [3.8e+03-1.53e+04],7.15e+03 [4.23e+03-1.5e+04],3.09e+03 [2.27e+03-3.99e+03],827 [725-945],238 [208-283]
q=10,twin,3.97e+03 [2.79e+03-8.72e+03],2.46e+03 [1.83e+03-3.57e+03],1.96e+03 [1.26e+03-2.83e+03],1.7e+03 [1.16e+03-2.56e+03],1.9e+03 [1.13e+03-2.44e+03],1.84e+03 [1.29e+03-2.43e+03]
q=12,physics,5.75e+03 [2.77e+03-9.87e+03],5.69e+03 [2.74e+03-9.94e+03],5.66e+03 [2.68e+03-9.05e+03],2.32e+03 [1.91e+03-3.17e+03],871 [542-1.12e+03],256 [207-319]
q=12,twin,2.8e+03 [1.99e+03-4.08e+03],2.28e+03 [1.72e+03-2.61e+03],2.04e+03 [1.31e+03-3.15e+03],1.75e+03 [1.15e+03-2.62e+03],2.05e+03 [996-3.17e+03],1.79e+03 [1.1e+03-3.02e+03]
q=14,physics,8.76e+03 [7.15e+03-1.16e+04],8.48e+03 [6.44e+03-1.31e+04],9.05e+03 [5.75e+03-1.51e+04],2.68e+03 [2.2e+03-3.87e+03],897 [804-1.22e+03],250 [213-312]
q=14,twin,4.28e+03 [2.23e+03-5.16e+03],2.1e+03 [1.4e+03-2.6e+03],2.18e+03 [1.16e+03-2.48e+03],1.99e+03 [975-2.71e+03],2.2e+03 [1.03e+03-2.54e+03],2.34e+03 [1.06e+03-4.21e+03]
q=16,physics,8.89e+03 [7.86e+03-1.24e+04],8.47e+03 [7.65e+03-1.17e+04],7.97e+03 [6.68e+03-1.17e+04],3.12e+03 [2.37e+03-4.61e+03],871 [820-1.06e+03],270 [188-324]
q=16,twin,2.6e+03 [1.81e+03-5.75e+03],2.41e+03 [1.91e+03-2.92e+03],2.28e+03 [1.12e+03-2.79e+03],1.81e+03 [1.08e+03-2.83e+03],1.59e+03 [1.12e+03-2.74e+03],1.78e+03 [1.07e+03-2.43e+03]
q=18,physics,6.12e+03 [2.55e+03-1.08e+04],6.02e+03 [2.78e+03-1.03e+04],5.46e+03 [3.37e+03-9.15e+03],3.32e+03 [2.13e+03-5.07e+03],933 [844-1.05e+03],234 [199-251]
q=18,twin,2.88e+03 [1.67e+03-4.06e+03],2.39e+03 [1.19e+03-3.33e+03],1.79e+03 [1.36e+03-2.32e+03],2.02e+03 [1.19e+03-2.96e+03],1.88e+03 [1.14e+03-2.43e+03],1.83e+03 [1.25e+03-2.69e+03]
q=20,physics,5.51e+03 [3e+03-9.58e+03],5.25e+03 [2.86e+03-1.12e+04],3.77e+03 [2.91e+03-1.11e+04],2.39e+03 [1.8e+03-3.4e+03],940 [753-1.3e+03],239 [196-312]
q=20,twin,2.68e+03 [1.88e+03-4.12e+03],2.2e+03 [1.01e+03-3e+03],2.11e+03 [1.22e+03-3.14e+03],2.14e+03 [1.04e+03-3.11e+03],1.91e+03 [1.1e+03-2.63e+03],1.66e+03 [1.08e+03-3.34e+03]
straight line,straight line,1493,1405,1405,1405,1405,1405
material floor,material floor,767.5,745.2,745.2,745.2,745.2,745.2
reference floor,reference floor,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
