row,arm,0.1 mm,1 mm,10 mm,100 mm,1000 mm,full crossing
q=2,physics,2.88e+05 [2.27e+05-3.18e+05],2.75e+05 [2.2e+05-3.08e+05],1.98e+05 [1.72e+05-2.41e+05],1.03e+04 [8.53e+03-1.3e+04],3.29e+03 [2.43e+03-4.37e+03],1.03e+04 [4.99e+03-2.65e+04]
q=2,twin,1.79e+05 [1.01e+05-2.14e+05],1.66e+03 [1.34e+03-1.11e+04],1.02e+03 [769-1.14e+03],1.33e+03 [1.08e+03-2.59e+03],2.27e+03 [1.71e+03-2.68e+03],1.01e+03 [906-1.41e+03]
q=4,physics,1.95e+05 [1.46e+05-3.31e+05],1.9e+05 [1.42e+05-3.18e+05],1.47e+05 [1.16e+05-2.38e+05],1.2e+04 [9.82e+03-2.24e+04],3.24e+03 [2.47e+03-4.22e+03],3.8e+03 [2.61e+03-5.23e+03]
q=4,twin,1.92e+05 [1.42e+05-2.68e+05],2.55e+03 [1.33e+03-4.63e+03],1.43e+03 [1.03e+03-1.86e+03],1.84e+03 [1.67e+03-2.36e+03],2.56e+03 [2.12e+03-3.18e+03],1.47e+03 [1.15e+03-2e+03]
q=6,physics,2.05e+05 [1.44e+05-2.61e+05],1.95e+05 [1.43e+05-2.5e+05],1.55e+05 [1.17e+05-1.95e+05],1.61e+04 [9.54e+03-1.98e+04],2.88e+03 [2.62e+03-3.84e+03],849 [733-999]
q=6,twin,1.74e+05 [1.38e+05-2.16e+05],2.68e+03 [1.73e+03-8.79e+03],1.22e+03 [889-1.67e+03],1.68e+03 [1.36e+03-2.14e+03],2.38e+03 [1.62e+03-2.92e+03],1.03e+03 [853-1.32e+03]
q=8,physics,2.1e+05 [1.61e+05-2.61e+05],1.97e+05 [1.68e+05-2.41e+05],1.51e+05 [1.29e+05-1.75e+05],1.26e+04 [7.58e+03-1.68e+04],2.85e+03 [2.48e+03-3.31e+03],767 [691-908]
q=8,twin,1.71e+05 [7.59e+04-2.8e+05],5.09e+03 [2.46e+03-2.73e+04],1.5e+03 [1.29e+03-1.77e+03],1.95e+03 [1.46e+03-2.82e+03],2.39e+03 [2.1e+03-2.53e+03],1.33e+03 [1.1e+03-1.4e+03]
q=10,physics,1.79e+05 [1.32e+05-1.97e+05],1.68e+05 [1.27e+05-1.94e+05],1.37e+05 [9.95e+04-1.62e+05],1.39e+04 [1.03e+04-2.13e+04],2.75e+03 [2.59e+03-3.13e+03],829 [597-941]
q=10,twin,1.87e+05 [1.43e+05-2.34e+05],7.25e+03 [1.56e+03-1.57e+04],1.96e+03 [929-2.19e+03],2.32e+03 [1.19e+03-2.48e+03],3.09e+03 [1.79e+03-4.13e+03],1.42e+03 [807-2.37e+03]
q=12,physics,1.72e+05 [1.19e+05-2.33e+05],1.7e+05 [1.17e+05-2.21e+05],1.42e+05 [9.52e+04-1.76e+05],1.37e+04 [1.07e+04-2.55e+04],2.66e+03 [2.23e+03-3.43e+03],788 [689-943]
q=12,twin,1.47e+05 [5.21e+04-2.42e+05],4.94e+03 [2.69e+03-1.15e+04],1.48e+03 [1.22e+03-2.16e+03],1.68e+03 [1.44e+03-2.06e+03],2.85e+03 [1.87e+03-3.71e+03],1.24e+03 [1.04e+03-1.82e+03]
q=14,physics,1.91e+05 [1.39e+05-2.57e+05],1.86e+05 [1.35e+05-2.7e+05],1.53e+05 [1.1e+05-2.13e+05],1.58e+04 [1.29e+04-1.95e+04],2.93e+03 [2.46e+03-3.94e+03],813 [721-957]
q=14,twin,1.31e+05 [1.02e+05-2.23e+05],3.58e+03 [2.83e+03-2.2e+04],1.84e+03 [1.03e+03-2.44e+03],2.02e+03 [1.34e+03-2.3e+03],2.43e+03 [2.06e+03-4.14e+03],1.58e+03 [1.08e+03-2.02e+03]
q=16,physics,2.4e+05 [2.28e+05-2.63e+05],2.33e+05 [2.14e+05-2.79e+05],1.8e+05 [1.61e+05-2.19e+05],1.38e+04 [1.17e+04-1.84e+04],3.21e+03 [2.4e+03-3.41e+03],794 [681-1.04e+03]
q=16,twin,1.5e+05 [1.13e+05-2.19e+05],4.73e+03 [3.6e+03-3.51e+04],1.94e+03 [1.15e+03-3.2e+03],1.96e+03 [1.63e+03-2.25e+03],2.6e+03 [2.06e+03-3.68e+03],1.37e+03 [902-1.64e+03]
q=18,physics,1.89e+05 [1.34e+05-2.17e+05],1.84e+05 [1.29e+05-2.25e+05],1.51e+05 [1.06e+05-1.78e+05],1.78e+04 [1.3e+04-2.34e+04],2.76e+03 [2.52e+03-4.53e+03],826 [720-938]
